"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","Statewide"
"2009|10",70421,12993,131809,42887,708881,109341,37150,12914,22740,173679,113303,17187,18350,183649,169938,59630,44455,107394,50370,16673,59241,116358,150059,74990,45153,77647,22252,56172,39277,17067,116575,16332,347516,67414,13823,199004,71447,90730,343302,35846,76903,18419,72159,295545,31289,14884,53936,115853,64384,102043,14381,4923765
"2009|11",73804,14498,132799,43981,720199,119178,39363,13315,23449,178400,116887,17059,18664,184791,173591,64208,48540,110641,54035,17709,58482,121331,160306,75923,45878,82371,22858,58018,41805,16593,115630,18127,355951,72244,14222,202183,74794,93474,347288,35729,76949,19098,77458,315621,33819,15161,52828,115997,65840,102817,15078,5068984
"2009|12",82485,16501,141745,48201,778081,131086,44673,14487,24805,194620,125687,18143,20398,200365,185066,72299,56051,121239,60900,19490,61748,131326,180280,82419,49613,93394,24102,64718,46549,17328,120857,20687,387817,83148,15670,217902,83528,103395,375624,38138,82161,21287,89857,357339,39631,16233,54812,123385,73036,110670,16542,5539518
"2010|01",90020,18112,149782,52255,819171,139143,49177,15339,26225,207552,132648,19212,21603,210584,191352,79683,63493,128397,68924,20737,63260,141778,196005,86521,53323,103694,25286,71383,51247,18381,124718,22592,417220,95131,17067,227929,89677,111222,394474,39447,86914,23341,101275,393078,44022,16974,54840,128580,78941,114665,17608,5914002
"2010|02",89670,18288,146361,53228,789588,135162,49481,15047,25457,204206,128298,18239,21275,201392,182411,80715,66740,126188,69446,20072,58495,140870,194447,81811,52380,107057,25012,73286,51088,17302,118375,23139,406718,104725,16955,217468,89122,110315,376905,37927,84982,22983,105542,399528,44494,16572,50665,125329,76497,110182,16836,5798271
"2010|03",109908,23465,175345,68301,947443,165636,61630,17914,30513,249900,155414,21630,26554,237094,213528,101345,86461,153267,86785,24247,66135,175799,236123,98730,63658,134904,30353,94093,63765,19904,140472,29551,489702,160125,20338,260375,111223,135359,442869,45111,105617,28452,137481,499425,55921,20450,58119,150834,91483,131839,20150,7074740
"2010|04",111945,24200,176404,70084,954640,167739,64978,17660,30533,256411,157690,21242,27001,236986,213401,104174,90406,155256,88491,24592,65775,178431,238650,98954,64065,140055,30662,97210,65233,19297,136535,30719,490819,166935,20608,262168,115247,135885,444239,44338,106894,28351,145316,510996,57935,20958,58162,150932,93579,131196,19797,7163774
"2010|05",115324,24403,180952,70086,982511,170356,69112,18045,31445,268682,160338,21308,28035,243171,218061,106119,92349,160305,88496,25555,69109,179975,244433,101063,64662,143336,31316,98997,66768,19721,138784,31370,506252,169918,20807,270685,116893,137891,465599,45574,108469,28420,148500,524354,57795,21316,61676,154984,96231,133708,19969,7353228
"2010|06",110537,22687,171527,66773,946731,160344,67977,17336,30472,264945,151557,19485,26692,232369,207274,99209,86638,152898,82058,24438,67565,169813,231879,95041,60421,135569,29511,93964,63584,18644,132034,29459,488646,160255,19499,260240,109604,131364,455531,44284,101939,26674,138369,500291,53484,20074,62692,147984,91454,126099,18880,7026794
"2010|07",114607,23270,176602,67549,977410,162496,72886,17514,31176,277338,154739,19353,27696,239643,211096,102119,88614,154870,83121,24517,71134,170655,236683,96012,61845,139463,30246,96346,65045,18589,133950,30038,498150,161894,19937,269466,112510,133303,479329,44350,103064,27051,139596,517280,54240,20273,68202,151061,94126,129080,18949,7218483
"2010|08",115914,23551,179237,66553,987814,161060,76407,17190,31462,284519,154854,19069,26824,242451,210747,102064,88214,154685,82162,24579,73059,171871,236361,96359,62351,139362,30367,95262,64868,18480,133632,31609,499452,160109,19644,272767,113920,133078,496396,44126,101891,27433,140109,523995,54904,19812,70159,151450,95266,128275,18194,7273917
"2010|09",115473,23692,179365,66935,984428,158325,78259,16708,31160,283865,153515,18835,26320,238819,208381,102631,88898,152653,80798,23721,72271,170168,228939,95792,62235,139371,29332,93159,65045,17698,130267,31863,483784,160167,19927,269070,114588,129068,497973,42294,101462,27722,142674,520920,54207,18923,70882,149900,95612,124815,17762,7210671
"2010|10",121280,24845,186808,70085,1029519,164228,82909,17868,32773,296942,160567,19591,27336,248746,215565,108000,94179,159436,84819,24611,76392,177369,233382,99723,64789,146895,30760,97664,67267,18295,132290,33482,497881,166681,21702,280265,122178,133455,502661,43105,106635,28853,151407,540057,56384,20020,75564,154897,99684,130060,18592,7498496
"2010|11",116245,23173,177215,65422,980358,154669,80821,17438,31096,278176,152500,19002,25398,239784,205498,101837,90589,153366,80404,23518,75676,166779,220458,94800,61640,139622,29347,91471,63968,17364,124327,31692,476512,158129,21034,269103,116744,127085,452272,40964,100465,27894,143950,506299,53817,19178,75739,145234,94403,124913,18280,7105668
"2010|12",118130,22926,178116,64997,996961,154895,84794,18106,31367,278207,153712,19080,25300,246284,206263,102738,91328,157772,81977,23877,80265,167989,221970,96591,62310,141653,29729,91310,66236,17386,124546,31605,486704,159414,21344,275076,119078,128946,432912,41752,101082,28615,145515,510943,54143,19585,80755,145187,96376,128097,18613,7182557
"2011|01",117161,22705,175723,63573,994849,153912,86761,18034,30517,275810,152860,19103,25821,245455,201146,101002,90742,157531,81624,23483,82428,165478,218105,96076,62739,139904,29918,89700,66553,17165,123742,31429,483796,156015,21428,274552,118871,128322,404605,41663,99205,28266,145725,508033,53147,19738,83301,143870,96185,127015,18363,7113149
"2011|02",107591,20875,161683,58435,909013,140416,80830,16800,27998,253378,142832,17470,23940,223508,182872,92566,83755,145622,75869,21644,76682,152241,195971,87386,57221,127680,27435,82720,61228,15889,113750,29075,440890,141622,20039,251284,109751,116631,345300,37249,91177,25603,135424,465107,49018,18407,78139,132658,89255,114377,16997,6493303
"2011|03",121898,23959,184259,69387,1030097,158910,92779,19439,31365,292572,166736,19481,26943,253911,203801,106938,95895,163791,87320,24234,87544,175870,219680,100411,64535,146101,31396,94597,69211,17558,127428,33426,494118,165290,22962,286116,126473,131212,364119,41464,104347,29696,158313,528702,54851,20727,90737,151317,101850,129118,19380,7362264
"2011|04",119121,23406,180986,68080,1002545,153234,90925,18886,30078,289962,165375,18894,26200,249613,195658,105060,93896,160125,86413,23026,87947,171276,212587,98731,63275,143511,29974,92188,66768,16653,120193,33324,478405,161394,22639,278766,124915,126276,337176,39647,100931,29193,157578,514004,53539,20477,92797,147396,101311,124643,19438,7168435
"2011|05",122692,23953,186813,67565,1017731,156079,92070,19520,30230,294116,170355,18878,26265,255650,197751,106706,95306,165865,87907,23203,92146,171130,215699,101717,64774,145504,29896,92516,68021,16838,123097,34282,490052,163983,22999,286746,126400,126853,338618,40094,102304,29107,158728,521567,53967,20789,100853,150944,105549,126769,19693,7300290
"2011|06",116144,22807,180638,63096,963550,147325,87783,18919,28349,280384,163603,17669,24853,244306,184637,99703,88838,159154,84017,21925,87516,160837,206056,95976,61434,137152,27845,86521,64261,15522,119761,32829,470463,153562,21575,271965,119587,119362,314817,38545,95774,26793,147662,491378,50838,19613,102468,143633,102031,120353,18206,6922035
"2011|07",118949,23322,188289,63511,979578,149461,89163,19362,28471,288396,170127,18150,25687,251106,185239,101476,90136,162445,86144,21835,88076,160232,210222,97675,63210,140363,28336,88790,64978,15019,125326,33749,477220,153093,22026,276011,122581,119997,314811,38638,96843,27512,151390,503087,51780,20052,111119,144415,104472,122360,18283,7052513
"2011|08",119698,22879,191497,63573,977955,149893,88002,19486,27878,292659,175514,17834,26017,250678,180702,100487,91470,163004,85454,22073,86096,159025,209980,97274,63464,141805,28558,87498,64811,15155,127760,33898,476130,152342,21860,276370,125116,117871,311671,38324,94854,27256,153523,505656,51841,20302,116473,145564,105251,122988,17660,7063129
"2011|09",117873,22735,193472,63653,962098,146505,85125,19369,26746,295045,177128,17793,25716,244425,174758,99913,91489,161593,84216,21302,81498,155707,206212,94645,62277,141417,28167,86161,64587,14523,125593,34002,462702,156195,21430,270852,128737,112213,300078,37031,91038,26389,154528,503099,50715,20455,115196,143928,105404,120536,17292,6963561
"2011|10",122253,23650,202017,66190,995662,149877,87160,20222,27266,309357,185162,18173,26480,252370,177750,104290,96380,169110,86959,22247,83097,161694,214456,98761,64871,146741,28840,90744,67579,15465,128221,35602,477702,164231,23143,281899,135794,115627,308143,38224,92933,27840,163082,522803,53248,21797,118848,150192,110402,124593,17817,7226964
"2011|11",115890,22059,191337,61733,939434,139214,83494,19044,25814,292064,175618,17129,24749,241546,166955,97304,91845,162509,80994,21331,78949,151005,202611,94645,61039,138913,27564,87253,63288,14904,121520,33714,457557,155528,22429,268605,130179,109828,293367,36009,87745,26614,153494,491103,50304,20757,114233,141888,103032,118495,16707,6843342
"2011|12",115857,22170,191742,61600,952170,138538,85401,19242,25795,294677,176973,17606,24989,246938,164412,97542,92510,166875,81432,21842,79707,152201,204622,95896,61500,139429,28395,89166,63725,15060,123632,34060,468379,156411,23136,274585,134025,112057,297173,35802,86622,27158,155379,492909,50665,20898,115603,141850,102701,120134,16985,6918176
"2012|01",113898,21627,191830,61504,942462,137759,84589,19130,25899,292426,176956,17467,24561,243992,156240,95743,89990,167520,80448,21631,78522,150288,202644,94465,61135,137616,28513,89195,62954,15057,124887,33700,468418,153785,23543,273801,133804,111754,295543,35013,83648,26825,155040,486626,50115,20146,114267,138680,100232,118517,16506,6850911
"2012|02",106413,20460,188393,59475,888814,129521,79059,18186,24971,279338,168358,16807,23634,228874,149660,91021,86167,160511,77093,20366,73069,142555,190004,90636,58464,132081,26990,86547,60040,14271,121182,32592,443245,145463,22927,258397,128567,105638,282500,32780,78830,25317,150819,463243,47760,19067,107317,132159,93799,111310,16129,6510819
"2012|03",114805,22588,210753,66618,976103,141531,85077,19986,26935,309583,182735,18295,26263,248658,165426,100315,95411,176680,83372,22800,77019,157671,204812,101054,64382,146110,29813,96778,67114,15605,134651,35939,476942,163782,25250,282544,143317,117427,310729,35887,85966,27773,170315,512644,53038,21171,117133,145813,98094,121898,17952,7152557
"2012|04",110968,21982,207011,65316,948176,136691,82679,19553,25751,301304,178529,17431,25012,241156,160438,98452,93612,174741,79273,22472,73779,154358,197826,98174,63174,144195,29318,94072,65787,15374,130223,35295,459983,159657,24848,277018,141723,115695,298889,34267,82491,27377,169257,501057,52005,20946,115278,142465,92713,118847,17296,6963934
"2012|05",111176,22240,213321,65408,956264,138417,84310,19696,25900,304263,181234,17005,25274,247069,162169,99420,95437,182272,79495,23351,75087,155384,200735,99625,64100,147027,30212,94086,66455,15847,134478,36130,471692,160971,25459,283082,143478,117526,304382,34130,83030,27144,172690,507492,52316,21004,119593,146144,94671,120285,18052,7076028
"2012|06",103617,20352,207755,61523,904422,130865,79721,19029,24445,287785,170814,15909,24095,237266,152572,92389,90374,175815,74340,23098,72609,146963,190948,93911,60521,138312,28965,87581,63086,15675,130036,33911,455014,152146,23565,267494,136812,112349,287574,32631,77284,25681,161014,477704,48735,19563,114091,140433,89660,113127,17176,6710757
"2012|07",105207,20848,216943,61790,925395,134242,80888,19155,24745,292469,176030,16185,24659,244329,155218,93688,93527,181367,74542,24100,73988,150075,194980,94803,61605,141636,29503,88940,65023,15997,132720,35024,464917,155020,24155,272101,141278,115532,293128,32659,77824,26737,164587,488577,49358,19329,117715,144671,92443,114242,18136,6862030
"2012|08",104850,21269,221705,62889,929698,134635,80091,19023,23705,292612,178914,15882,24729,244577,155485,93257,94801,183737,73311,24722,74120,151313,196283,94318,62054,142427,29541,87485,66563,16418,133640,34845,466094,155010,23722,272078,141791,116842,294180,32834,76551,26979,163474,489096,49363,19013,117344,146053,92168,113268,18095,6882854
"2012|09",102769,21647,225134,64726,928299,132156,77558,18817,22307,290165,179989,15744,24234,237920,155289,93132,96316,183917,71942,24324,72066,150553,191308,94723,61647,142895,28777,85528,67398,16398,132854,34951,455333,156817,23209,267880,141481,115501,289426,32678,75526,26772,163008,485065,48697,18413,113363,145280,91516,112518,18353,6826319
"2012|10",106950,23456,234124,68058,968726,137057,80052,19483,22422,302088,189639,16901,25107,246468,163405,97186,101513,191467,74010,25260,74739,156792,198098,101147,63838,150210,29969,88662,71112,17131,136830,36755,469229,163296,24365,278931,146755,118974,299402,33871,79539,28154,170097,502717,50356,19085,116340,152613,96341,117882,19466,7106068
"2012|11",101499,22634,223065,62979,915207,128914,75804,18768,20888,284239,181909,16109,24127,236184,154776,91080,96922,182250,69595,24183,72248,147106,189138,95931,59985,143155,28463,82547,66711,16615,130214,35032,447706,155567,23812,266213,139080,113051,284159,32002,75623,27359,162021,471328,47196,17920,110297,145827,92263,112183,18350,6740234
"2012|12",102930,22899,224878,63488,927153,129775,75437,19181,20615,281611,183126,16265,24756,241759,156380,92331,98928,185053,69766,24748,74314,147787,191865,96015,59819,145815,29031,81628,66936,16863,133043,34672,455288,157442,24549,272343,141365,115528,286112,32345,75988,27501,162959,475157,46940,18196,112246,146946,93346,114428,18403,6815949
"2013|01",101424,22144,221059,63665,921553,126224,74653,18989,19826,276371,181010,16431,24963,239046,154968,91233,97838,184283,68446,25217,73667,146144,188395,94895,58546,145206,29549,78744,66434,16606,133625,34216,450123,155143,24345,272374,141229,114810,282658,32730,75148,26854,160583,472027,46060,18078,111335,146546,90820,113785,18076,6748094
"2013|02",92421,20066,203162,58669,842235,115167,68134,17176,17726,253077,165653,15340,23263,216647,143981,84798,90782,167798,62049,23015,66262,133092,171534,87282,53910,136118,27640,71324,61478,15125,122147,31503,408416,142662,22378,249392,132343,104371,258882,30493,70588,24547,148815,433443,42164,16618,101173,136303,82961,104136,16697,6184956
"2013|03",104677,22806,230711,68537,961885,130997,75214,19392,19611,286613,188996,17841,26829,242005,164583,97280,104198,189851,70777,26370,73860,152062,195517,101466,60620,157276,31999,81087,70458,17218,139694,36210,454465,166745,25444,281977,154253,117851,293755,34884,80402,27240,173747,493319,47271,18855,113972,156095,94648,119492,18960,7040015
"2013|04",101339,22132,225725,67128,937146,128192,72761,18458,18890,277674,185317,17383,26138,234630,159857,94937,102545,184847,68310,25868,71124,149168,190596,99827,59280,153184,31232,78893,68890,16524,134874,35605,433486,162710,25446,275952,151727,113860,285760,34017,78166,26425,171593,479995,45154,18389,110485,152313,92903,116060,18899,6851814
"2013|05",104366,22211,229989,67506,950980,129564,75095,18469,19000,280083,191492,17652,26507,240655,164197,95450,105623,190854,67894,26823,73131,150577,193798,101308,60946,157342,31513,79479,69895,16821,138727,36324,441979,164998,26130,284066,153868,115253,293161,34492,79475,26697,174252,489545,44987,18458,113855,154806,94438,118421,19918,6983070
"2013|06",99963,21155,218154,62969,909096,122805,72656,16841,18019,265200,181514,16420,25519,230773,157650,89122,99936,183413,63703,25515,69882,143250,185867,95080,58360,150623,29989,73979,65849,15686,133136,34953,423965,155642,24053,270546,145277,110013,277891,32492,74722,25206,164588,464889,42386,17440,108757,149344,88799,111398,18568,6643053
"2013|07",103614,22747,224088,64030,934781,125317,74183,16284,18498,270012,183742,16162,26128,238309,161676,91860,102536,189467,64654,25903,71070,144996,191217,95878,60090,154746,30157,74777,66330,15737,135989,37223,432324,159640,24245,278032,148963,112967,284621,32840,75328,25736,168514,475869,43161,17672,112395,153299,89911,112915,18849,6799482
