"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","National"
"2014|05",227,110,1054,345,3122,349,123,26,28,1528,640,110,87,429,820,322,310,501,325,95,196,643,776,606,221,602,122,193,297,47,421,201,842,645,80,972,474,321,1021,129,316,81,699,1525,193,86,249,581,350,421,84,23945
"2014|06",299,111,964,298,2893,406,147,25,38,1217,603,72,83,426,739,334,338,445,315,71,182,590,622,500,220,609,88,174,308,49,431,170,849,494,80,840,488,267,992,103,280,80,690,1427,205,52,252,483,324,398,69,22140
"2014|07",294,122,970,326,2914,433,162,25,32,1290,724,88,120,422,843,321,313,470,331,73,172,455,600,519,238,622,86,171,302,40,450,188,733,705,78,826,441,301,1063,107,259,66,697,1454,230,58,233,493,357,404,75,22696
"2014|08",337,124,1119,311,2980,455,139,35,32,1341,765,106,108,501,983,336,319,524,412,88,181,528,601,520,265,655,127,181,285,33,404,185,741,691,104,887,461,295,1051,111,309,97,753,1535,222,78,256,572,341,450,72,24006
"2014|09",350,147,1016,259,3136,441,151,33,36,1392,737,124,88,562,867,339,313,550,386,78,172,583,611,595,304,672,136,240,287,51,427,183,703,591,70,880,527,330,993,99,361,96,775,1434,199,92,267,483,308,442,98,24014
"2014|10",308,137,987,244,2962,440,150,25,27,1515,664,95,95,473,922,336,350,533,354,84,161,631,572,539,259,642,115,209,280,69,390,145,715,652,92,935,512,368,1072,116,283,91,901,1406,169,67,263,529,364,404,111,23763
"2014|11",269,117,915,228,2572,334,142,34,45,1375,615,101,64,407,851,352,266,377,270,73,153,533,460,558,218,530,135,182,259,64,376,121,617,589,74,761,387,279,846,108,283,73,726,1303,177,71,217,381,309,385,106,20688
"2014|12",193,94,897,258,2334,364,128,29,15,1204,591,95,91,379,715,293,240,365,269,70,139,476,442,538,196,502,126,160,199,66,316,119,674,436,76,682,363,323,840,90,246,62,710,1119,173,58,198,436,269,348,90,19096
"2015|01",288,150,1002,403,2567,406,109,32,28,1481,744,123,75,473,811,288,289,426,288,76,144,507,440,610,251,562,164,196,250,54,333,153,699,608,87,782,418,310,891,95,338,98,934,1218,188,105,211,472,375,352,80,21984
"2015|02",274,123,933,296,2426,371,116,25,35,1511,697,105,106,420,859,313,334,425,285,68,144,437,495,585,214,566,169,209,295,42,408,125,607,550,101,838,431,327,940,105,267,88,770,1147,163,79,185,484,329,435,101,21358
"2015|03",301,138,1076,381,2998,438,153,51,43,1743,809,85,106,443,1019,364,346,466,349,82,181,637,531,631,283,559,172,243,326,57,454,180,726,686,81,997,437,336,1072,117,378,89,977,1392,238,84,292,550,408,410,111,25026
"2015|04",289,122,1054,417,2747,394,141,30,50,1629,745,110,87,429,881,382,347,552,396,90,214,496,540,628,275,618,212,236,348,64,430,121,664,687,89,925,472,337,981,113,325,84,1196,1490,199,94,300,512,376,357,105,24380
"2015|05",340,122,1012,414,2745,431,154,33,39,1519,773,126,121,446,933,405,420,475,381,83,192,521,555,605,294,603,195,205,299,58,412,174,708,744,98,949,542,350,996,95,316,69,1069,1562,198,89,292,476,375,436,116,24565
"2015|06",299,144,1081,313,2711,413,183,32,34,1352,710,82,90,401,1037,290,281,397,293,80,211,513,532,544,241,552,172,232,292,57,355,161,704,682,86,873,402,326,905,92,299,70,972,1463,210,77,251,529,407,395,73,22901
"2015|07",345,121,1155,351,2690,418,174,32,49,1365,681,99,137,392,1018,338,394,445,384,67,182,511,578,623,256,549,174,177,300,58,381,166,753,745,96,842,473,360,1129,98,265,94,1104,1448,195,86,237,437,339,393,94,23798
"2015|08",391,109,1182,382,2919,484,198,47,46,1586,830,98,118,481,1206,360,385,486,420,46,208,513,593,642,335,629,146,191,339,64,373,173,717,766,85,983,580,290,1069,123,312,106,1202,1393,202,91,249,445,368,426,65,25452
"2015|09",352,119,1058,429,2887,498,168,42,24,1475,795,113,122,452,1078,340,356,521,402,60,228,605,585,627,332,671,176,209,332,75,450,179,690,809,88,972,435,324,1048,110,337,118,948,1556,160,90,250,528,383,450,113,25169
"2015|10",338,94,1101,345,2868,440,145,40,33,1599,789,118,119,364,1077,369,328,450,355,60,204,680,618,696,288,636,137,197,348,75,412,168,756,753,102,918,413,313,1035,95,370,106,935,1402,200,49,262,516,353,470,106,24645
"2015|11",278,101,1013,277,2453,377,172,27,46,1390,715,91,85,365,947,344,316,469,293,53,177,613,511,592,256,571,145,196,257,70,318,111,614,729,95,793,364,282,1030,90,312,90,975,1227,175,71,228,485,300,384,89,21962
"2015|12",250,90,911,276,2206,386,160,37,35,1371,659,92,97,348,817,328,286,385,249,86,152,584,507,537,251,505,160,220,234,69,311,109,606,612,68,797,341,313,803,80,236,90,815,1339,181,77,250,446,303,376,73,20514
