"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","Statewide"
"2013|07",27642,32815,178292,40691,659328,36298,39049,4383,13659,259266,43697,16913,13886,217750,182269,90313,83646,14082,50599,23466,58026,93550,179471,66439,43208,141291,35374,61502,73575,9137,75564,22546,209275,82950,9217,88342,152658,124071,128652,16353,14129,13330,77074,335693,34564,10793,21306,146153,37868,78135,9992,4478282
"2013|08",28396,33956,181388,40134,663557,37787,39746,4558,13557,259046,43009,16356,14153,221863,185899,93204,83642,13385,49685,24077,58755,97808,183761,69380,44834,150484,36157,63557,74030,9874,76364,23574,208300,84607,9717,89875,155529,123988,131305,16215,14839,13300,83180,343092,35753,10808,22129,149527,38669,79985,10498,4557292
"2013|09",27161,33930,178971,38841,648059,37520,39598,4562,13420,254030,42041,15914,14086,218661,184583,92924,81796,13534,48450,23966,57780,99516,183110,69831,45629,152051,34915,60945,71958,10122,75069,23039,202887,84222,9086,89406,152432,118479,128872,16008,14608,12156,82493,336101,35396,10578,21672,149138,37350,79921,10823,4487640
"2013|10",27218,35624,187732,39111,677691,38414,42014,4566,13892,264624,42387,16731,14997,225161,190823,95750,84927,14508,51511,24968,59352,102983,187721,73073,48763,156242,36254,62499,72633,10401,77674,24154,207902,87714,9055,93755,159474,120402,135190,16771,14993,11882,83689,345917,35336,10944,22070,155075,38400,83060,10304,4646331
"2013|11",26362,33926,182726,37293,661680,36594,41076,4066,13149,257107,39876,16395,14663,214966,181440,91798,80653,13906,50307,24253,55282,98889,178473,70198,46793,146314,34667,58763,68823,10023,75283,23456,197977,83344,8590,90737,156264,115530,131715,16671,15009,10943,77462,326463,33411,10468,21082,149270,36290,80676,9506,4460608
"2013|12",26859,33000,188468,37271,684859,38201,42348,3992,12771,262707,41543,16904,15140,220037,187523,92991,81206,13276,52738,24828,55398,102838,182164,73101,47422,148680,36127,60979,68950,10057,76235,24018,200108,85114,9070,91108,162052,117293,135999,17795,15302,11023,78461,325942,33520,10751,21174,153957,36609,82345,10356,4560610
"2014|01",27078,33348,191604,37165,692760,37716,43272,3970,12273,263852,43418,16802,14784,221144,190065,93818,81540,13067,54175,24999,54787,104388,183031,74143,47569,151089,36979,62217,68172,9469,76622,24213,198687,84536,9455,89971,164411,114594,137255,18192,14654,10938,80384,326086,33546,10878,20531,154228,36299,81881,11045,4587100
"2014|02",24304,30579,176308,33554,633117,34417,40287,3297,10977,241819,41116,14948,13538,201155,172583,84964,74476,12719,49745,22947,49230,96014,166668,68085,44868,138173,35049,55312,61205,8805,70248,21384,178510,78474,8421,80994,151987,102926,125752,16500,13216,9886,74142,294505,31008,10054,18291,141182,32560,74253,10294,4184846
"2014|03",27005,34340,202230,37585,706650,40656,46229,3590,12404,271744,47826,16951,14820,226324,194128,93962,84572,14681,56419,25537,54957,109729,186323,78860,52521,157381,39855,60250,67278,10026,79159,24320,197112,90251,8917,89477,172577,112191,141830,18513,15036,11043,82446,328406,35032,11405,19637,157423,36456,82806,11485,4700355
"2014|04",24930,33461,202105,35498,683983,40437,45404,3685,11859,267326,47771,16718,14220,220643,191700,90259,82070,14810,55047,24747,52614,109854,180333,77650,52069,153098,39186,58009,64915,9811,78530,23912,188773,87857,8310,84645,170202,106367,138793,18250,14593,10867,79038,316738,34204,11391,19093,153037,35306,81334,11214,4576666
"2014|05",25305,34878,214144,34633,697771,41329,47158,3925,12350,279355,49334,17632,14443,225785,199279,89060,83966,15281,56819,25426,53598,115285,185262,79965,54914,153803,40133,58771,64073,9749,81467,24716,192290,88726,8625,86239,176900,107081,144370,19486,14772,11481,78806,323476,34975,11712,19554,156707,35528,83985,11326,4695648
"2014|06",25967,34181,211097,33207,673593,39313,46717,3442,11886,270765,49008,16991,13864,216245,196746,85185,83129,14861,54693,24959,50932,113352,182087,79541,53324,148535,38892,56208,62080,9265,78547,24307,183371,86779,8294,84359,173567,103178,141590,19198,14499,11058,77581,318864,33647,11357,19400,152123,34105,81435,11136,4568460
"2014|07",27060,36104,221233,33959,696209,41128,49427,3267,12218,278303,50850,17358,14194,223208,208114,87095,86309,16049,55641,25987,51902,120679,192089,83635,55708,156018,39866,57709,65148,9583,80621,25368,188600,92680,9155,88526,180562,106266,148261,19373,14897,11526,81184,335087,35636,12139,20499,157906,35766,85222,11940,4757264
"2014|08",27446,37423,224382,33737,691934,42657,49946,3149,12346,280248,53547,17659,13918,225672,215234,89480,90197,15061,56496,26545,51458,125259,196294,85054,56009,164149,39919,59341,66339,9958,81402,25763,190663,97862,9870,90981,181717,107206,150477,19882,15101,12383,85753,343607,36946,13157,20782,159314,36412,85802,12138,4838075
"2014|09",26920,37443,221446,31820,669888,42776,48305,3293,11709,273775,53857,17348,13215,223873,214892,87217,88259,14672,54699,26120,50401,124131,192954,84027,55779,164527,39676,57528,64951,10396,79459,24579,187273,99543,9903,89732,176177,103497,146636,19774,15147,11856,84907,339816,37504,13445,19746,156230,34536,84067,11633,4751357
"2014|10",28663,40116,232295,30967,690320,44550,50094,3333,11951,283861,56227,18054,13886,234060,225825,89283,91166,15372,57504,26915,51585,128780,194711,87642,58711,168234,41363,59907,66477,10456,83051,25772,193230,104350,9963,93388,181210,104611,153226,20347,15390,12118,87105,351930,37721,14401,19996,160466,34829,87546,12488,4915446
"2014|11",27451,39036,226212,30166,660759,42671,48142,2975,11680,274131,54412,17796,13513,222707,219650,84074,87274,14642,55301,25331,49017,124205,183886,83437,55758,157838,40044,56459,62657,9778,79977,25137,187344,100127,9514,90169,174022,100000,148982,19489,14522,11517,81738,334888,34929,14046,18941,154297,32805,85693,12534,4711673
"2014|12",28889,40133,233536,30539,671282,42485,48842,2972,11638,281967,57506,17806,14014,225530,228530,82360,89272,14142,57877,25820,48912,126593,187355,86559,58976,158969,40832,57341,63093,10359,80770,25160,192327,102652,9432,91392,178248,101648,152913,19927,15229,12491,83747,335880,34624,14037,19177,158288,32772,88219,13168,4806230
"2015|01",28891,41088,236008,29390,668414,42139,49574,2995,11218,287005,59412,17547,13958,223912,234330,81562,89450,14239,59228,26024,48483,126085,184319,90517,61062,160274,40937,58083,63185,10285,79502,24390,194956,103207,9446,90688,178752,100900,154566,20017,15555,13209,86335,340066,34056,13734,19428,157212,32687,87865,12918,4829103
"2015|02",25235,37923,215594,27403,601004,38401,45082,2756,10159,266052,55684,16033,12632,203135,218240,74142,80218,14010,54862,23338,44203,114539,162280,85914,56096,147836,37930,53134,56776,9189,71849,21991,177465,94763,8562,81959,160250,90466,141229,18375,14269,11756,81181,309033,30226,12950,18379,142283,30344,80824,11627,4399581
"2015|03",27638,43260,241060,31438,662655,42301,50183,3107,11214,302448,65370,17989,14008,228561,251358,83593,89620,15880,62991,26045,49315,127845,178507,100999,63604,168060,43665,58959,63419,9987,79889,24203,198037,107781,9677,91177,176865,100961,159410,20299,15753,12864,95749,341798,32994,14501,20920,156374,35393,92101,13560,4935385
"2015|04",26843,42220,236041,31397,636868,41280,48713,2715,10713,297504,66622,17593,13604,223022,248106,81224,87246,16315,62262,24970,46890,125592,170994,101847,61741,161765,43498,56880,61464,10052,77708,22561,192754,105381,9250,87679,169381,98901,156707,19529,15590,12844,93351,330182,32411,14042,20302,151252,34652,90344,13399,4804201
"2015|05",27262,44208,243017,32938,646823,41119,50312,2856,11106,310146,71889,18033,14118,228170,255328,83334,90029,17271,65075,25710,47905,129059,174032,108606,64008,161859,45787,58105,61767,10406,81175,22725,198178,108290,8648,90223,174514,101065,163086,20359,16194,12771,97739,333498,32843,14956,21146,154585,35794,92974,13255,4934296
"2015|06",26835,43892,235780,32812,623567,39507,48665,3134,10732,301991,73699,17400,13727,218561,252287,81838,89410,17672,62726,24777,46362,123786,168484,106936,62123,154277,45901,56665,59117,10119,78689,22588,193135,107193,8660,86917,168595,97737,160260,20006,16860,11952,100163,323498,31240,14551,20721,148867,35308,90981,12957,4803660
"2015|07",27708,46632,248238,34388,644185,40712,50818,3375,11133,313817,80071,18121,13932,225099,267942,85351,94579,18161,66150,26147,47769,130129,173776,112183,65032,161084,48510,59805,62151,11012,80828,24442,202072,114024,9219,92045,172455,102985,168747,20926,17557,12520,107056,339081,32881,15219,21940,154841,37562,94787,13645,5022842
"2015|08",28651,48623,252411,34634,641726,41110,52656,3538,11020,320312,86613,19113,14430,230459,280008,87512,98136,16910,68153,25905,48900,133052,174524,117710,66789,170418,49351,60488,63171,11876,80050,25080,206749,119524,9398,92901,174729,105656,173303,21895,17991,13621,115256,348008,33796,15879,22677,155921,39940,94370,13850,5138793
"2015|09",26603,48561,248358,34176,624377,40984,52397,3947,10600,315442,89311,18528,14605,231549,281360,87589,95868,16819,67951,24787,48217,131991,170964,118032,67039,170695,49771,58673,62534,12726,77686,24550,204293,123563,9449,91001,169546,104047,171667,21668,17389,13999,115924,341455,32730,16180,22561,153894,41605,92107,13864,5083632
"2015|10",26967,50697,260154,34933,642869,43068,54825,4306,10812,329068,95982,19734,15396,240605,293707,89989,97452,18633,71153,25218,49604,135598,176604,123837,69431,175378,52528,59819,63891,13260,79437,25223,211390,130339,9696,95571,174864,108091,180359,22018,18192,14697,122497,352193,32498,16947,23019,158909,43921,95709,14553,5275641
"2015|11",25586,49060,250411,33909,614629,41474,52423,4159,10108,317765,95016,19339,14427,228290,281240,85788,91771,18970,68770,23832,47452,130721,168125,120634,66782,162380,49890,55972,59862,12469,75093,24027,203788,127364,9334,92695,168085,104262,176203,21320,17461,13843,117414,330553,30518,15757,22605,152067,41698,92845,14119,5052305
"2015|12",26880,51613,257524,35389,628382,42507,53244,4237,10217,329966,100146,20385,15061,230252,289826,85562,93680,19890,69860,24718,48388,135766,170580,124734,68108,160861,52144,57879,60908,12882,74212,24893,207810,135583,9953,96397,168935,107478,182476,21930,17916,13803,121404,331590,30487,16077,23094,156677,43239,95042,14885,5175470
"2016|01",27605,52320,260860,35915,625748,42431,53691,4195,10161,332818,105403,20066,15087,227687,293327,85737,94278,19036,69550,24413,47765,136253,170580,127703,68425,162092,52446,59487,61023,12966,73483,24918,209666,140534,10416,97163,167269,107247,182680,21708,18033,13504,123064,336892,30974,16082,23817,156863,44496,94347,15060,5207284
"2016|02",24727,49949,247379,33303,583082,39981,51301,3913,9390,313054,103577,18427,14315,213852,279378,80891,88359,18180,64714,22651,44769,126533,160351,122851,64682,155063,51395,57075,57366,12217,69566,23762,198418,136105,9892,90750,155522,100100,172385,19770,16675,12857,115768,317685,28809,14582,22618,148372,44245,89071,13769,4913446
"2016|03",26135,54305,265614,37053,624120,43779,56599,4207,10081,334131,114428,19763,15421,235254,307058,87813,95995,20341,69768,24910,48849,138647,174718,137101,70929,174287,58406,63431,62430,13294,75682,25958,214314,160080,10786,99490,166721,109174,186456,20963,17410,14164,127193,346106,31267,15846,24271,160186,52330,96998,14255,5358517
"2016|04",25119,53599,254699,36674,601524,43220,55455,3807,9573,320994,113828,19155,15152,229974,300462,86812,92490,19949,66541,23944,46986,136581,168202,135233,69611,169674,58453,63125,60159,13111,73308,25248,206235,160899,10130,98028,160057,106562,182716,20271,16797,14025,121643,336945,32119,15600,23290,154829,54238,95147,13651,5215844
"2016|05",26123,55441,259618,38085,615314,44455,57518,3330,9634,331138,119959,20210,15740,235676,310480,88769,95393,20934,67587,24672,47631,140524,171057,139583,72583,169912,59561,65201,59950,13109,75860,25876,208965,165538,10037,100970,165332,109777,190632,20517,17191,14541,124958,346313,33974,15597,24548,158960,56584,98982,13763,5358102
"2016|06",25913,53697,245896,38277,592112,42730,55566,3504,8996,320840,118656,20143,15086,227333,303735,86951,94384,21122,66190,23902,46453,134295,166300,137104,70944,161152,57619,63600,58147,12695,73147,25175,200671,164885,9925,99793,158333,106119,185724,20066,16871,14573,122600,335938,32899,15159,24322,153802,56561,96431,13086,5199422
"2016|07",27505,56109,250892,40400,611088,43935,57157,4127,9243,331339,125363,21287,15586,234957,320287,90598,97767,22802,69379,24505,48548,139800,171899,143558,75830,166809,59756,64786,60968,13977,75938,26431,209614,178490,10330,104200,158982,111063,193732,21148,17145,15453,124839,349890,34777,16136,25608,158212,61937,100891,13158,5408231
"2016|08",28293,57132,250394,41542,609888,45322,57542,4911,9095,333234,128150,21438,16129,239218,336377,93804,100231,24395,70007,24349,48727,143440,174863,147485,78517,173292,61114,65767,62346,14622,75900,27220,213664,187084,10974,106117,158075,113690,197163,20963,17219,15806,126033,361376,36273,16067,25624,159616,67373,101337,13438,5512636
"2016|09",27206,56080,241550,42456,594865,45127,56046,5111,8714,329731,125601,21050,16726,235064,334424,93741,97225,25107,67657,24446,48210,141992,170362,148137,78170,173159,60609,65480,62051,15063,72731,26588,210355,190165,10543,105359,152285,113101,194440,19981,16468,15858,118383,359214,35707,15140,24952,155906,69787,97020,12380,5427523
"2016|10",28009,57409,248061,45110,620360,46624,58402,4953,9180,346092,131812,21732,17321,242010,348577,97599,100532,26652,69516,25366,50140,145355,173851,154587,81688,179788,63414,67778,63423,15719,75321,27805,211594,190622,10871,108601,156303,117763,204244,20744,16597,16287,115177,372007,36886,15211,25643,160561,75375,100920,12282,5611874
"2016|11",27575,55595,233783,43688,596903,44019,55812,4411,8578,332784,128159,20905,16548,230953,334116,91710,94964,24952,66097,24742,48212,137435,164887,148454,79016,166127,60883,63655,60598,15075,71959,27517,196070,165901,10310,103759,149168,113265,198658,20009,15421,15802,101527,354038,35995,14264,24599,154057,73848,98040,11846,5336689
"2016|12",29446,56810,234974,44801,609604,45403,57539,4295,8412,340997,133314,21773,16799,236916,343230,90868,95407,24993,67373,25424,48471,141113,167167,152886,81750,164811,63692,63574,62426,15760,72440,28542,195374,155790,10633,108601,151407,116263,204403,20523,15804,16537,96339,356012,36816,14494,24364,158454,77933,100732,11910,5423399
"2017|01",30045,56835,234095,47258,613439,45248,58445,4071,8135,344585,136200,21710,17224,238000,345090,89720,95309,25263,67474,24876,48630,141316,165855,153889,82286,164576,65542,64041,63777,15735,71382,28443,189607,138341,10647,110965,149261,116194,205779,21249,15191,16184,89144,359661,37068,14862,24362,158446,81697,101126,12295,5420573
"2017|02",27186,51690,212956,43394,555641,40387,53724,3679,7368,313280,124800,19742,16211,216767,314905,80802,86372,23927,60796,22025,44059,126228,151934,141454,75715,151558,60452,59330,58048,13935,64775,25829,166035,111368,9627,102717,133902,106180,187107,19636,13458,14214,73659,324882,34144,13247,22230,144813,77340,92879,11310,4907717
"2017|03",31609,57671,235248,47961,616465,45308,60351,4085,8107,350508,138101,21772,18376,245412,354683,90704,96675,27589,68359,23948,49736,139430,170685,160777,85614,174657,68387,67782,65539,15153,71683,28732,178419,110539,10777,117403,146729,117169,211623,22033,14820,16203,73870,364560,37904,14523,24452,161242,91126,104175,13097,5471771
"2017|04",30884,55483,225615,46810,598487,44756,58733,3813,7658,340368,133606,21944,18140,237920,345233,89023,94631,27622,66235,23580,48970,134729,166550,158380,82897,170441,67016,65120,63063,14522,68974,28256,168869,97630,10644,115379,138940,113164,207319,21697,14685,15716,66080,354982,36665,13350,23767,156058,91267,102477,12619,5300767
"2017|05",32430,57650,231164,47200,612616,46191,60574,4056,7760,351240,139288,22702,18825,241405,353981,91031,97775,29496,67011,24013,50708,139445,169808,163993,84492,171695,69454,65685,63075,15146,70930,28963,172359,98551,10474,118258,142439,116447,216698,23130,15400,15399,68322,362735,37775,13328,24012,160734,93889,106019,12760,5438531
"2017|06",32941,56062,220226,46266,586881,44193,58466,3987,7525,340703,137305,21768,18047,229787,343482,89425,94955,30154,64512,22585,50011,135221,163148,161949,82556,164387,67039,62511,59891,15230,67930,28527,165088,96025,9912,115360,136633,113026,211471,22117,15677,14671,67854,354856,36670,12680,23164,154955,90799,102979,12680,5264287
"2017|07",34076,58508,222860,48968,602177,44762,60107,4280,7822,352397,143295,23132,18680,236677,356667,95052,98473,32532,65942,23148,52236,142129,168111,171564,84443,170507,70356,64125,62764,16513,69790,29164,169709,100482,10350,121500,140394,118461,219039,22825,16900,15516,70530,372679,38203,13198,23676,161384,94318,107323,13474,5461218
"2017|08",34678,58415,219127,49055,600320,43248,60294,4310,7794,354927,145514,22719,18813,239414,362618,97742,102246,34806,66634,23495,53221,143480,169246,176133,83330,178124,71891,65644,64210,17499,69401,29410,172477,102128,11567,125157,141632,121324,221735,23351,16788,15987,71740,376494,40106,13880,24002,163181,96268,108106,14439,5528120
"2017|09",33815,55552,209703,49463,583379,41739,59187,4473,7848,345342,143630,21774,17605,236687,354386,96106,101687,33655,65177,22805,53554,140664,166928,172955,79851,180756,71108,64890,63928,17216,65622,28469,168938,100601,11096,125992,137411,120052,214857,23202,16338,16331,67547,374751,39343,14116,23239,160899,98528,105651,14217,5423063
"2017|10",35017,57544,212979,51893,604429,41912,61466,4591,8332,355381,149096,23097,18203,246928,365426,100180,104843,34962,67198,23164,55790,144630,173191,178057,80756,187383,74004,68086,67026,17737,66345,29076,173860,102536,11025,132852,142321,123163,222636,24944,17031,16500,67955,390229,40872,14569,23736,165880,103888,109436,14050,5606205
"2017|11",33693,55067,201419,48715,575687,39549,59225,4053,8132,338878,144396,22092,17592,236748,347946,96295,99132,35330,64686,22217,53793,138100,166162,168905,76377,175870,70426,64288,63685,16843,62952,28122,166447,95342,10146,127472,135310,119544,213729,24461,16505,15848,62849,373459,39812,13790,22706,158871,99203,105587,13508,5350964
"2017|12",35910,55434,202627,48393,585079,39828,60001,4185,7921,346814,149090,22896,18027,242940,353889,96568,99698,37174,65839,22306,54892,139668,169627,172316,76950,178594,72300,64706,65656,17055,63175,28509,170946,96931,10617,130986,137354,123545,220267,25576,16575,16339,63923,380131,40921,14193,22574,161596,101685,108039,13795,5454060
"2018|01",37989,54789,201542,47930,584368,40311,60224,4200,7810,346914,149452,22579,17797,244566,350352,95397,100951,39247,65562,21508,55616,137904,170471,173978,76695,180340,72521,63485,66185,16594,62962,28913,170705,96089,11209,133312,137085,124378,222557,26042,15996,16964,63608,383422,40592,14513,22051,161681,101649,108705,14374,5464084
"2018|02",34172,49469,181706,43062,530247,35147,54407,3629,7001,313425,135068,20311,16351,225155,312962,87167,91499,35767,61293,19155,51828,123879,157012,158781,67936,171413,65467,56445,60574,14559,56297,25997,154418,88017,10710,122205,125296,111332,202504,24148,15075,15777,55593,346990,36037,13236,19878,147041,94003,99528,13334,4962303
"2018|03",36929,54775,200640,46180,591115,38542,60936,4121,7832,348709,149833,22486,18638,256840,348330,98154,104244,41753,69702,21204,59172,137256,178578,178542,73363,203556,72983,62702,68582,14956,62459,29218,172917,104243,12490,138544,138749,122014,224847,27315,17130,18047,59886,389763,40011,14702,21427,165039,107859,112034,15031,5564378
"2018|04",35796,53010,191289,43586,572697,36877,59688,4168,7793,339437,146263,21923,18102,249153,332102,96603,101927,42513,67709,21035,57278,133567,174441,173425,68822,200077,71551,59443,65976,14638,59918,27795,166937,102871,11652,134680,132933,118718,216699,26573,16844,17145,57300,374308,38613,14541,20910,160024,105969,109647,14706,5389672
"2018|05",36668,54366,194224,43066,587931,37788,61570,4209,7897,350122,149907,22970,18724,256223,333806,99147,107159,47074,68008,21774,57596,137770,177272,177389,68717,200275,73094,58744,65975,15458,62013,28105,170854,104170,10953,137655,135689,121013,221354,27074,17425,16511,59146,381940,39411,14868,21480,163696,107088,113734,14893,5503995
"2018|06",36592,52216,184830,41608,570145,36853,59833,4071,7513,336779,144292,23001,18335,246399,317192,96584,105570,48031,65061,21356,55513,131171,170243,170525,65382,190372,69958,54385,63446,14845,58845,27268,164618,98927,10270,134911,130724,116273,213091,25600,17446,15572,58592,372268,37833,14398,21106,157617,101773,109211,14439,5302883
"2018|07",37908,54597,189064,43433,592628,38568,62740,4093,7691,344745,148024,23374,19661,253432,324797,100381,109402,52082,67584,23215,57144,135149,177766,174243,66966,199827,72271,54032,67330,14704,59766,27280,169302,101503,10598,139979,135073,119740,218014,26284,18692,15877,59731,387450,38212,15087,22328,162886,104697,113370,14660,5477380
"2018|08",38609,56269,185510,44144,592822,37614,63490,3931,7658,347248,147619,23327,19910,258409,324868,101184,111869,53534,67594,24400,57020,136377,179382,174392,67159,211689,73275,53475,69075,14306,60471,27040,171343,101898,11560,140080,135444,120652,218630,26532,18626,15812,61857,392958,38616,14965,23584,164788,108153,113830,14764,5527762
