"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","Statewide"
"2010|10",162634,53840,298042,115688,1584463,202153,105939,22730,51510,578043,200262,37484,44272,486045,365396,197695,181080,208276,134079,46894,148944,272725,483310,155424,108164,262597,52725,162254,145622,22508,212657,57695,794853,254027,30933,369582,242149,273475,729051,62762,136709,44956,202098,871600,87997,27677,112993,292505,137140,199775,27173,12058605
"2010|11",155209,50932,283649,109318,1516898,189419,105380,22065,49170,547540,191467,36153,41154,466961,349372,186416,170507,197422,125994,44173,145730,259110,457878,147307,101469,250019,50005,153190,137555,21461,199889,54874,759506,239729,28934,354688,231871,262516,656393,59586,127564,42962,189651,823620,84319,26539,110173,276409,131011,192134,26341,11441632
"2010|12",158067,51463,286693,110388,1547737,188809,112426,22531,49809,549890,194178,36491,40981,479907,356360,185998,170585,200074,127665,44480,152747,262502,461298,148527,101933,252597,50915,154536,140782,21512,200722,54783,771444,241692,29193,362129,236643,269010,629891,60942,127105,43484,192148,827253,84860,27358,114479,278289,133671,196969,26802,11570748
"2011|01",157206,51456,286373,109748,1546466,187557,116933,22276,48935,546424,193250,36117,40300,481360,352446,183009,170435,197201,127503,43859,155725,259454,456314,147703,102438,251957,50621,153350,140116,21268,200884,54355,765121,238879,29680,362431,235625,266641,585350,60696,124496,42743,193481,827419,82909,27329,116315,275843,133663,196313,26460,11484433
"2011|02",144485,47629,263495,100949,1408915,170397,110268,20683,44684,498310,178839,32709,37115,439787,316957,165610,154482,180496,118917,39827,144485,235951,411087,135923,93428,231227,46555,140266,128059,19557,183672,49796,693789,217090,27329,330639,214476,240575,495139,54282,113598,38824,179808,755313,75472,25030,107260,252149,124182,177073,24251,10440839
"2011|03",163340,54533,298212,117534,1586863,191716,128014,24101,49539,568140,207290,36503,41326,497985,352308,187774,173260,201788,136936,43641,164482,269400,456777,156046,106201,265248,52955,157864,143778,21790,204755,56377,772305,250214,30906,375092,243849,267191,514327,59902,129259,44337,210987,853754,83996,28109,122297,284919,142817,198810,27590,11757137
"2011|04",158892,53243,289849,114643,1544496,184880,127409,23495,47446,562062,204808,35486,39964,487118,337929,182655,168579,196228,134514,40886,163177,262384,439980,152189,102913,260202,50836,154519,138722,20941,193193,54997,744323,242587,30532,365469,238964,258053,472643,57118,125099,43369,209616,831663,80720,27630,123326,275931,141351,193441,27230,11417700
"2011|05",162786,54348,298839,115622,1582577,188481,129730,24252,48109,577105,210486,35480,39971,497464,342284,185058,172336,202344,136637,41564,167809,264073,448890,155321,105252,263759,51324,157398,140442,21356,197021,55932,762072,244558,30834,375825,243358,264106,474909,57765,126227,44017,210982,849279,80928,28028,132163,282407,146965,198178,27782,11654433
"2011|06",156224,51749,288152,109095,1516674,179136,123425,23555,45703,555420,201621,33237,38616,474384,325932,176942,163821,193891,131688,39862,158506,252195,429976,147850,100641,253271,48899,150115,134191,19935,190719,54205,731309,230548,28977,358267,233039,254251,444987,55280,118727,40562,201012,815058,76653,26747,132054,270576,142772,189273,26038,11145760
"2011|07",160206,53305,300356,111464,1560602,182939,126264,24375,46157,573765,210726,34082,40425,485740,333318,181108,167986,196048,135144,40129,158653,257308,439696,151797,103916,263449,50317,154018,137372,19556,197931,55854,744872,233371,29534,366866,241053,260946,447875,55675,119646,41298,207739,841974,77881,27879,141725,276947,146790,193610,25715,11435402
"2011|08",160952,53931,305049,112117,1566182,183597,124824,24732,45514,584589,218266,33711,40712,487476,331516,182951,171528,194673,135464,40009,155156,258153,439091,151953,106321,270744,52191,154690,138039,19671,200792,56666,744346,234575,29590,368133,245979,259770,444338,54988,118151,41876,216112,851459,78941,28244,146438,280058,148621,194888,24927,11512694
"2011|09",156355,53402,306172,110553,1540833,179574,120102,24621,43505,582358,220265,33207,39787,477176,320654,182822,171379,191283,133313,38285,147042,254595,430970,149130,104395,268559,51979,152699,136909,19059,196287,55684,723140,238018,29370,360278,244230,250154,428546,53135,113235,41306,219494,841365,78877,28652,143474,276806,147508,191160,24428,11326130
"2011|10",160312,54978,320860,114300,1602357,184314,123503,25639,44403,607257,229857,34536,41074,490964,328300,190687,178858,199423,136604,39569,150197,261633,444575,156119,108029,277441,53039,159578,141302,20202,200045,57160,743320,244870,31182,374746,252517,256327,441398,54781,115684,42839,230578,873385,82082,30476,147260,289429,153527,200159,25123,11726798
"2011|11",151581,51286,305328,108141,1529357,172291,118650,24360,42398,578731,217459,33089,38484,468462,311952,179014,168806,189738,128479,37692,142746,246951,421022,148084,101326,263212,50373,153156,132159,19311,189717,54202,710420,229082,29691,357511,242251,246036,422232,51877,107527,40522,217241,824724,77739,29308,140761,276340,143415,191466,24001,11139701
"2011|12",151037,51327,309882,109274,1559700,171743,122259,24836,42294,583064,219766,33913,38403,477724,314409,179967,168837,190874,129500,38365,144094,249490,425160,149238,102685,266393,51331,156234,131927,19607,193225,55068,723930,228906,30207,363999,245239,252573,429154,51963,105683,41340,220422,826309,78473,29340,141543,278398,142985,196145,24385,11272620
"2012|01",148317,50701,311586,108788,1558654,170552,121784,24793,42108,580589,220586,33993,37995,473199,307219,179022,166803,188687,128484,38340,142366,246221,418611,147365,102331,263710,51327,156952,129998,19327,195891,55381,721565,224851,30652,363097,240522,251077,427241,51599,101806,40459,221137,821747,76870,28307,139659,272772,139545,194613,23638,11192837
"2012|02",137781,47986,305110,104064,1473024,160516,114937,23500,40033,553755,210573,32286,36091,444756,291358,169929,158522,179063,121739,36822,132450,230877,389954,140866,98827,252095,48603,149952,124284,18091,188730,52212,680521,213221,29732,341293,230139,236456,406187,48617,95790,37897,214779,777066,73655,26746,130383,259477,129850,183324,23283,10607202
"2012|03",147764,52999,340901,114609,1611591,176134,124662,25727,43020,607176,229476,35008,39453,482433,320236,186843,173960,196434,130566,41087,141074,251238,420350,156272,109427,281408,54126,165204,137343,19662,208074,57108,731173,238892,32972,372915,256188,258377,442501,52974,104031,41444,241109,850874,82028,29410,140294,283627,136550,199426,25787,11601937
"2012|04",142661,52093,338571,111478,1569909,170112,121194,25129,41240,592261,224102,33564,38320,466407,313616,182284,170608,193618,124681,40266,135634,244246,405438,152604,107404,277579,53671,161579,133470,19339,200781,56127,705082,232721,32318,363481,253512,252512,426759,50691,99409,40752,236068,828276,80895,29024,137544,277452,130289,194341,24930,11296042
"2012|05",143634,53608,352019,112195,1605341,171848,124001,25094,41971,602442,227508,33849,38972,476438,321222,184916,174990,200884,125672,41790,138072,246924,411134,156180,109778,282614,55479,163251,135934,20095,207872,57327,721598,232016,32812,370541,261756,259262,434103,50881,99786,41135,239227,841307,82167,29491,142146,284876,133297,197733,25997,11523185
"2012|06",135516,51121,345961,106109,1540773,162839,118010,23873,39782,573095,215266,32253,37235,456618,307592,174604,167534,193217,119549,41016,133525,235578,394297,150197,105018,269315,53790,154817,130103,19967,201947,54448,692787,220146,30710,350768,255336,248793,413099,48875,92159,39303,228527,804704,78720,27940,136251,274691,126522,187565,24725,11026586
"2012|07",138826,51950,364386,107067,1592134,167566,120239,24166,40192,586866,222081,32929,38296,469318,319755,177933,172058,199230,120900,43661,136785,244693,406313,155427,107116,280512,56945,158007,134960,20608,207863,56385,710281,226014,31205,358940,267291,256574,423492,49617,92626,40835,236383,829800,82377,28422,140981,283728,130279,190893,25884,11360789
"2012|08",139465,53038,374940,108346,1602049,169150,119684,24275,38893,586775,224414,32527,38034,469898,325522,180846,176996,201634,121405,44582,139112,250414,409852,156688,108928,288552,57863,157839,138032,21053,209892,56859,712027,228570,31281,360847,272440,257923,427217,50015,91969,41969,239125,837155,83494,28950,141689,286766,131094,190038,26160,11466286
"2012|09",135234,53414,380877,108311,1582970,166391,115579,23744,36444,576769,224143,31618,37153,458677,323438,181081,176222,200957,118699,43412,137239,249946,401156,156772,107547,289598,57318,152594,138941,21491,207489,56527,692395,232272,31087,355060,268860,250886,421148,49215,90862,41365,236627,826691,81770,28249,137621,283125,130261,187196,26718,11323159
"2012|10",138809,56217,399539,112187,1648567,171893,118719,24439,37382,599256,234571,32925,38457,473437,338569,187745,183642,208653,122009,44955,141914,259469,411613,163907,110681,301594,60117,155591,145075,22851,213593,59048,709741,241216,32422,367764,279803,259054,436928,51380,95756,42773,243732,850585,84280,29367,140501,293506,136369,194761,28177,11735539
"2012|11",131761,53264,382029,105770,1571505,162464,112040,23152,35421,566876,223986,31821,36923,453551,322081,178002,175751,198456,116170,43497,135335,244850,390805,156408,104243,285039,57604,145531,137029,22070,204335,56501,675276,229636,31019,351870,269246,248442,417988,48965,91320,41328,228592,796284,79270,27834,133056,280729,130215,185594,26638,11157572
"2012|12",132563,53490,388904,106076,1600579,164112,113009,23263,35106,566927,225538,32260,37869,465140,328210,181048,178429,200508,117716,44905,136564,245750,396374,158118,105379,288391,59200,145518,138970,22460,208731,57209,682969,232620,31890,359179,275166,254317,422475,49755,91657,41859,230609,800077,78320,27929,134936,285936,132363,189218,27221,11306812
"2013|01",130110,52496,385880,105066,1595746,161233,111736,22846,34267,561036,224596,32055,37800,462173,327807,180205,178026,199606,116701,46152,134747,241158,391459,156306,104488,289167,61028,144075,138207,22323,210119,57137,674307,231165,31822,358884,275776,251869,418015,50143,90312,41172,228965,797654,76596,27424,133656,284552,128707,187896,27077,11231743
"2013|02",118394,48019,354461,95108,1451792,146486,101639,20702,31107,510342,205508,29669,35337,418908,301522,164719,163701,181702,107130,42220,121737,218124,354139,143699,94687,266563,57513,130190,127383,20528,192112,52433,609503,211574,28955,328175,255510,227567,380409,45992,84042,37376,211745,730074,70941,25086,120696,261928,116462,171082,25091,10249782
"2013|03",133914,54989,400267,107810,1638285,165873,113831,23369,34481,570278,233675,34211,40560,469722,343317,187150,187532,205492,121847,48356,134936,246347,398636,165963,106089,304182,66061,144882,145873,23645,217372,59663,675369,245037,33417,370376,294015,251663,427778,52291,95264,42196,247600,824324,80413,28646,135247,298925,133088,194675,28123,11587055
"2013|04",130156,53574,393325,105590,1591586,161723,110195,22704,33132,549169,227897,33455,39378,454923,335255,182682,184001,200790,118307,47288,129794,240640,385801,163430,102402,293813,64881,140069,143293,23246,208713,58307,643606,238711,33867,360446,290729,241543,415462,50876,92470,40960,241913,800153,79408,28047,131145,292595,130377,188949,27652,11258428
"2013|05",133920,53800,405507,108032,1626239,164528,113503,22954,33670,555205,233526,34660,39913,465133,345220,185965,189736,208130,120289,49238,133676,242794,392366,167644,103878,299018,66196,142181,145309,24361,215108,59076,654961,242428,34842,369856,301297,244118,427738,51983,94154,41238,244555,816135,80142,28691,135463,299170,131827,194935,29249,11503557
"2013|06",129201,51793,388902,102626,1570128,158134,110231,21221,31936,522394,222643,32858,38343,447565,333582,178126,182036,200315,113942,47829,128193,231752,376856,159765,99658,286166,63647,134542,138200,23507,207625,56744,627431,233039,32783,354899,291128,232048,410121,49795,88615,39211,234055,783319,76527,27532,129443,289376,124440,186637,27980,11028839
"2013|07",132552,55655,402201,105410,1627419,163576,113701,20698,32599,529471,227446,33041,39983,463229,345271,183881,187168,205986,115624,49778,130627,238933,387485,163991,103615,297511,65655,137781,139801,24967,212668,60148,640585,242447,33462,367870,301647,238881,422383,50661,89544,40095,243650,811507,78923,28606,134430,299779,127851,191859,29009,11371060
"2013|08",134682,56866,408619,107564,1643035,164501,114030,20564,32147,534139,227228,32325,40505,467122,350211,186947,188577,206671,115399,50790,130536,245112,392623,167070,106287,307775,66541,138434,141206,25873,214069,61859,638581,247606,34045,369684,307459,240554,426521,50949,91264,40060,252662,824251,79840,28543,134468,304940,127683,193962,29062,11501441
"2013|09",133013,56619,407825,109859,1625824,162748,111838,20471,31387,532295,224589,32109,40075,459068,349945,185954,187347,205710,113796,50688,127096,248833,390455,166262,107927,310493,65221,134685,140472,25955,210467,61198,619172,249898,34125,364178,307075,234122,417679,50215,92806,38192,252500,814719,79546,28258,130210,303336,125297,191143,29140,11391835
"2013|10",136992,59822,425345,113139,1693130,167838,115299,21341,31948,555679,233340,33474,41778,476090,363081,193506,197031,215565,118670,52977,129862,261155,402679,173815,114105,323473,67771,139575,144502,27389,215963,63924,635273,260496,35896,380937,322925,239666,435625,52954,97934,38644,259673,847673,81822,29657,133403,315499,130337,199683,29037,11837392
"2013|11",130417,56417,406242,106360,1619316,159300,110794,19856,30203,532586,224498,31894,40038,456056,345301,183324,187637,207578,113347,50725,122976,249387,384165,165770,108902,306241,63895,131265,136042,26147,205842,60834,604615,249318,34886,366106,311773,229366,419257,51410,93469,36295,243874,798792,77946,28308,129620,302218,125120,191649,27192,11294569
"2013|12",131700,55523,413099,105888,1656244,162301,112597,19583,29896,538993,230080,32495,40673,466474,352872,185743,190121,211244,116462,51631,124604,254699,391598,169968,110758,310954,64862,132513,135407,26687,208422,61751,611791,254966,36340,370294,321778,233222,426886,52645,93469,36983,246546,804087,79352,28804,134042,309251,127706,196151,27821,11487976
"2014|01",130814,55665,416981,105356,1657907,159711,112429,19372,28819,539202,232689,32064,39772,465640,354973,185102,189279,210072,118561,51986,123512,257720,391169,170698,111398,313206,65803,131512,133333,26427,209453,61841,606366,254305,36627,366932,324583,229615,426961,52637,91294,36257,245003,802401,79425,28739,133848,310207,126403,195756,28406,11478231
"2014|02",119084,50893,385594,97343,1515780,145374,102588,17530,25788,497492,216053,29269,36139,421564,324475,168067,173563,194790,108980,47525,111475,239810,356787,156226,103489,288066,61616,118783,120992,24948,194492,56814,549431,235144,33665,335711,298931,207324,392138,47910,84993,32832,223758,733049,73946,26733,122017,285961,115567,179406,26596,10516501
"2014|03",135065,57744,440268,111768,1714453,165235,116437,19764,29171,566817,248218,33471,40284,472245,368878,188149,198752,221320,124636,53132,123522,277544,402741,181178,119966,330228,70499,131643,136422,28855,221581,65988,613229,276077,38274,378253,340016,229559,445144,53692,98910,37558,254872,831328,84428,30427,139175,322606,133041,203490,30553,11936606
"2014|04",130816,56477,434769,109621,1665600,162019,113887,19406,27954,559137,243666,32802,39237,458482,363565,181797,195015,217851,121711,51679,117827,275511,393474,178005,119734,324959,68634,125939,132150,28419,215074,65399,587719,270316,37240,364714,334239,220459,434577,52519,97289,37149,248892,808476,82921,29888,136243,314041,131434,199722,29773,11648227
"2014|05",133543,58025,452614,111396,1694207,163574,116541,19780,28717,577566,251398,34170,39643,470044,375805,181260,198764,224424,124509,52985,120941,282831,405758,181372,123373,330330,69933,124976,131681,28347,221342,67794,598876,275126,38202,373154,342557,222702,446865,54364,100078,37604,252389,821859,84653,30718,140524,320656,134840,205295,30052,11908157
"2014|06",128983,56568,439343,107070,1624980,154547,112884,18525,27259,557176,244062,32933,37172,450711,366405,171682,191116,216052,118827,51439,115443,273003,394216,174844,118313,316015,67161,115477,126270,26842,214231,66104,572883,264629,36335,358523,330530,212684,429266,52169,96146,35198,242530,791047,80789,29499,135100,308481,128817,196898,28420,11445597
"2014|07",133232,59476,457640,110329,1676068,159565,116671,18187,27328,576291,254305,34297,38446,464112,383689,175289,197725,222977,122066,53432,117859,283271,409118,182211,122040,328928,68527,115440,131288,27072,220144,68931,584386,274931,38108,370894,342423,218001,442899,52905,99200,35650,250003,820281,84011,30605,138389,317233,132215,202345,29334,11819767
"2014|08",135075,60997,463635,112068,1682481,161857,116935,18328,27596,584018,261235,34922,38245,466985,394847,177526,201378,222604,123498,53972,117602,288511,413410,183876,123631,339984,68728,116021,133896,26907,221279,70169,584850,283241,39190,375972,343528,217601,445924,53681,100223,35932,255600,837749,85663,31770,139069,320788,132646,204227,29504,11959374
"2014|09",133758,61285,461552,111429,1657214,161515,113779,18591,26409,579511,263197,35647,36698,459665,395860,175611,198658,219789,123445,53295,114504,288930,404512,182417,124072,342862,68133,113994,132908,27030,215664,69794,568901,288861,38727,371571,337413,211871,435630,52531,101170,34911,257410,834251,86091,32303,136918,316903,130403,202506,28986,11839085
"2014|10",139746,65443,483420,113387,1719190,169162,117771,19131,27021,607223,276609,37812,37774,478062,415849,181462,207404,228947,130103,55230,116969,301729,402351,192207,130261,357114,70396,118127,137460,27953,222421,72887,585536,302716,39877,387141,349118,218243,452819,54500,106169,36453,269426,866043,88296,34174,141897,328525,136752,211404,30381,12300091
"2014|11",132675,63079,462972,106767,1640699,160253,113126,18043,26108,582043,266948,36784,36076,457494,403892,170413,197943,218241,123493,52577,112172,286895,376306,181530,123415,337965,67280,110948,129065,26585,211607,69610,557797,290064,37862,370461,333102,208727,435715,52132,101190,34664,257498,815617,82660,32811,135325,313672,131531,203366,29358,11726556
"2014|12",134819,64600,473530,107509,1672976,160749,115282,18664,26198,594356,274504,37183,37037,467107,419072,169701,201218,222413,125854,54006,113646,290316,379837,185763,127752,341731,67907,111705,130114,27526,212702,70482,565248,295413,38256,377544,338912,212241,446076,53315,102866,35805,264408,819810,83037,33315,138200,318099,132826,207476,30177,11929283
"2015|01",134034,64946,477939,106433,1664058,158163,115375,18879,25135,600558,276968,37033,37187,464980,427025,168134,200515,221307,126270,54254,113064,291516,373254,189815,129823,341780,68512,112331,129095,27534,211221,70642,563551,294653,37860,376215,338543,211476,447174,53220,104071,36261,266936,819351,82006,33302,138024,316163,131824,205760,29784,11923954
"2015|02",121202,60657,439086,100550,1508817,143526,104130,17136,22725,557616,257805,34705,33587,421971,397620,153798,182841,202948,115338,49267,102339,267045,333268,179161,119495,316354,63842,103700,116551,25433,193570,64534,508722,271961,35277,345148,306755,192451,410265,48746,96956,33211,250086,747307,73357,31189,125635,288835,121683,188994,27110,10914305
"2015|03",137571,70225,495956,116709,1693814,162066,116160,19810,25634,640928,297292,39452,38437,473048,458030,174774,207439,228218,131468,55210,114111,304918,368966,209843,135922,362117,73729,117180,132135,28772,217968,72342,563554,315659,39964,390592,342796,216614,463611,54504,111129,37118,291859,840505,82248,36120,141404,322163,139887,215900,31243,12357114
"2015|04",133021,69565,486429,116580,1641027,157905,112745,19473,24894,632918,295768,38586,37389,459956,450824,170583,203696,223466,129003,53550,108180,300105,354447,208906,133661,352415,73220,113537,128660,28358,210174,69289,543018,311717,38786,381695,331116,210835,452242,53304,109964,35835,290343,814393,80473,35785,137368,313617,137542,210559,30873,12057795
"2015|05",135535,71563,498439,119594,1668000,160465,115579,19869,25636,652910,307216,40227,38284,473203,462994,174145,208821,230600,132350,54874,111293,305312,360069,216603,137081,354563,76294,115527,128882,29306,217057,70373,555924,322434,38822,391474,338230,215265,466433,55001,112278,35616,303795,824943,81033,37280,141646,320340,141969,215645,31038,12341830
"2015|06",130533,70331,481589,115742,1600263,151832,110333,19385,24662,630426,297717,38967,37063,455194,450213,166525,201645,221115,127048,52695,107710,291596,346050,207587,130881,335791,74710,110946,122891,28061,209931,67798,535091,314561,36969,378019,322389,207434,448314,53166,106148,33290,300660,789523,76523,35635,137995,307152,137189,207104,29631,11874023
"2015|07",136280,74265,503340,120335,1648732,155256,113508,19626,25576,650481,309727,40726,38042,467424,471803,172038,209801,226941,131526,54782,111142,299588,356425,215545,135264,346094,78061,115576,127497,28902,214435,71633,548718,329798,38657,391681,327785,215173,463267,54306,107666,34752,318829,816730,78889,36707,143463,316791,141945,211514,31147,12278189
"2015|08",140575,76608,510199,122954,1657769,156106,114585,19926,25968,659907,316231,42174,39309,471825,487280,174560,213946,225356,134442,54698,112272,301829,359375,221449,138079,355442,79243,116647,129450,29704,213958,73504,552055,339834,39880,396602,331588,218325,470960,55334,108119,36093,339338,828451,79722,37849,144626,319297,144141,210983,31718,12460285
"2015|09",139615,76597,506928,127256,1635588,156591,112494,19748,25836,654592,317828,41435,39859,466684,490169,174465,212209,221575,133958,53224,110952,300134,353018,221229,138527,356462,79993,114067,129547,30468,208601,73265,537027,351129,39438,391843,327617,214983,463368,54642,108453,36748,350162,820539,78762,38695,141006,315940,144393,206735,31662,12376056
"2015|10",145462,80225,530774,134904,1692156,163444,117063,21009,26615,684028,333812,43615,42212,480770,514494,181251,219989,230670,138849,54887,113796,314106,366426,233630,144197,370150,84637,117597,133923,32477,214161,76309,553548,374157,40271,408942,339347,222676,480927,56169,114455,38832,376555,851481,81963,40805,145565,328929,151308,215544,33552,12892664
"2015|11",138942,76892,509736,127137,1615059,155271,111214,20374,25145,655754,324315,41929,40032,454294,493487,171520,209133,221318,132228,51912,109038,301331,348136,225698,137558,346898,80954,110716,124584,31372,202822,72580,531695,365977,39440,390114,321680,212618,463527,54097,108554,37008,369284,798846,77158,38528,140293,313470,145405,207543,32044,12314660
"2015|12",142968,79480,520222,128943,1645284,157437,113129,21013,25567,673881,335332,43229,40966,457615,505864,172653,212306,226143,133551,53051,111302,308557,352767,231567,139725,346270,84157,113130,125503,32978,202627,73843,542300,384783,40473,395601,322341,217979,475894,54530,109984,37983,386810,803043,77276,39552,144703,319482,148960,212680,32737,12558171
"2016|01",144414,80140,523249,128139,1640375,156598,114355,21245,25732,676882,339122,43279,41205,449542,509030,172344,211914,225301,132163,52875,110560,308606,351725,232821,140014,344557,84712,114397,124668,33555,202670,73020,543673,397622,40851,393921,316374,218665,473644,53662,109785,37445,398002,808521,77182,39822,146118,319997,150413,211834,33113,12579853
"2016|02",137498,76328,497173,121763,1540947,147942,109021,20142,24129,643241,326853,40773,38628,417339,484566,162887,201011,213879,123662,49786,104613,290814,330465,224110,132705,330314,82520,109907,116840,32120,193075,69548,515120,396054,38599,372681,296621,206020,448428,49434,105756,35853,389976,770893,72988,37188,138065,304336,144080,200972,31469,11949132
