"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","Statewide"
"2014|10",56327,5378,94958,50908,207367,54057,21178,5411,0,139439,95510,3932,17271,85739,104300,55389,75698,154504,34957,17613,15820,73054,88848,39530,32524,129384,11595,28987,30140,13188,35203,10963,104410,95835,13220,158874,63509,70645,113361,15152,44903,5942,128262,163801,31189,18144,58200,81888,89581,51138,13802,3111028
"2014|11",53724,5320,90355,46825,197692,50959,20189,5231,0,132874,91906,3822,16393,82777,100713,52318,72755,147367,33071,17079,15097,69023,83586,36971,30520,123286,10640,26970,28076,12473,33710,10365,98873,92166,12505,151957,59892,67840,108114,14425,43334,5649,124605,154211,29264,17203,55058,77205,87267,48977,12899,2963531
"2014|12",54014,5657,91608,46622,201321,51367,20565,5518,0,134253,93887,3948,16578,84715,104294,53385,73190,151063,33377,17665,15502,69009,83185,37895,31519,125111,10537,27026,28113,12556,33912,10563,98921,93823,12883,155009,59837,69438,110361,14774,43988,5664,128767,155997,29701,17661,56002,77156,88830,49750,12913,3009430
"2015|01",53921,5788,92749,46447,200126,50560,20319,5528,0,134484,94404,4029,16717,84204,105434,52737,72251,150185,33157,17764,15626,68930,81416,38284,31577,123807,10637,26716,27545,12583,34204,10712,98316,93654,12546,154025,59745,69756,109245,14655,44471,5521,129918,154927,29475,17887,55868,76171,88358,49685,12765,2999829
"2015|02",49607,5699,85920,44468,182358,45742,17897,4900,0,124750,87922,3596,15186,76646,98449,48242,66842,137091,30013,16369,14094,63304,73567,35434,29187,115543,10077,24661,25277,11778,31534,9850,90276,87019,11808,141051,54740,64748,100653,13409,41986,5153,123160,141940,26221,16630,50335,70409,81343,46007,11780,2764671
"2015|03",57264,6760,96971,52299,206314,52097,19857,5534,48,145191,101022,4078,17794,85846,114825,55004,76947,153741,34012,18387,15606,73558,81862,41579,33694,133072,11775,28448,29057,13819,35415,11004,101230,103136,13486,160014,61686,73880,113563,15155,48917,5768,145474,161570,29714,19634,56466,79819,93286,52569,13443,3161690
"2015|04",55252,6893,95074,51801,201067,51042,19568,5417,90,144664,99415,3917,17425,83661,112747,53808,75905,149899,33312,18017,14847,72452,79587,40691,33384,130362,11773,27593,28119,13731,33288,10594,98103,103353,13393,157866,59994,72021,109883,14778,48633,5539,149162,157566,29195,19670,54778,77968,92341,51089,13292,3104019
"2015|05",56092,6938,97154,52683,205260,52555,19972,5450,93,148169,102185,4195,17725,86698,116117,55111,77207,155476,33533,18562,15516,73254,81576,40748,33692,132093,12033,28066,28339,14289,34205,10833,100683,108603,13982,162713,60308,73432,112882,15101,48944,5442,159533,159859,29444,20154,56545,79309,95773,52023,13497,3184046
"2015|06",53744,6703,92717,50694,197440,49388,19046,5346,86,141257,97756,4052,16969,83404,111169,51384,73150,148619,31992,17926,14821,69345,77571,37515,31683,124016,11393,26407,26750,13496,33119,10365,96803,107789,13201,157216,56457,70336,107444,14447,45176,4908,157088,152426,27522,19153,55104,75437,92142,49139,12719,3043830
"2015|07",56631,7066,95229,52819,203518,49898,19222,5573,57,144186,100201,4193,17517,84642,114740,52799,75190,152744,32473,18359,15051,69669,79959,38402,32346,126097,11715,26930,27394,13498,33370,10878,98053,115835,13705,161380,56619,71167,109423,14145,46047,5039,169006,156341,28163,19553,56661,77038,95015,49769,13311,3128636
"2015|08",58094,7303,95406,53468,207215,50116,19283,5712,93,145977,99979,4229,18182,83572,117229,53388,75140,152453,33049,18356,14906,68848,81026,38065,32932,125697,11874,27122,27684,13719,33315,11606,98646,123729,14014,162809,57079,70958,111177,14157,46605,4902,182845,156851,27891,20035,57202,77481,95380,48871,13193,3168863
"2015|09",58761,7424,94493,55642,206805,49598,18990,5366,90,146054,100483,4094,18479,81113,119112,53622,75139,149317,32922,17976,14669,68728,79880,37835,33253,125478,12020,26693,27337,13729,33112,11978,96034,140770,13763,160887,57466,69578,108724,13919,46802,4970,194533,157211,28138,20445,55517,76125,94825,47729,13162,3180790
"2015|10",62038,8007,98574,60044,214874,51194,19646,5635,80,152611,104828,4287,19802,82431,126446,56655,79431,154840,33800,18718,14928,72952,83280,41244,34848,131443,12602,28041,28202,14950,34187,12826,99273,152897,13833,167749,60123,71860,113407,14516,49419,5276,207648,162805,30657,21647,57464,79563,100146,49727,14273,3335727
"2015|11",59956,7753,94205,56443,204526,48105,18428,5543,60,145751,101192,4037,18808,77892,122119,53365,75614,147632,32273,17502,14209,69454,79083,39601,33165,124792,12355,26684,25855,14538,32345,12482,94812,146216,13462,158453,55985,67738,109139,13788,46756,5126,196993,152977,28993,20650,55123,74763,97958,47976,13470,3176145
"2015|12",61642,7838,95164,56294,207532,48616,18779,5740,62,148185,104192,3998,18939,78421,124485,54237,76195,150362,32456,17609,14623,69900,80445,40108,33602,125436,12597,26884,25499,15239,32190,12836,96131,149560,13710,159543,55884,69158,111708,13585,47279,5370,197311,154368,29287,21220,56813,75062,101073,49326,13315,3219808
"2016|01",62378,8178,95068,56026,207465,47806,19107,5743,62,149494,103702,4135,19254,76985,124944,53769,75534,150140,31871,17620,14870,70011,80616,39478,33667,123299,12963,26712,24948,15323,32170,12561,95749,149352,13538,158021,53834,69593,111525,13236,47351,5527,192420,154010,28886,21555,57239,75171,101744,49322,13451,3207423
"2016|02",60592,7719,90854,54466,196249,44417,18491,5365,29,143605,99982,3912,17922,70710,118946,50334,72698,142414,29788,16804,13849,66561,75550,38423,32454,118731,12634,25627,23158,14582,30477,11931,90310,144519,12596,150233,50768,66004,106169,12666,45487,5462,184006,147111,27753,20457,54592,71956,97145,46950,13203,3056661
"2016|03",66598,8439,99577,61046,215228,48237,20016,5911,31,158372,110269,4181,19578,74147,132580,55217,80155,157322,32608,18464,15076,74087,82834,42457,35928,132658,14116,27944,25061,16040,33439,12994,99324,167665,13842,163595,55924,71398,117154,13685,50093,6258,206011,161195,31609,22186,59515,79666,109001,51718,15213,3375662
"2016|04",64832,8209,95790,60080,207963,47154,19236,5864,30,155446,109221,4059,19266,71397,130382,54043,79202,153802,31735,18053,14205,73311,81132,41022,36287,130780,13961,27034,24550,15701,32663,12652,96269,166009,13658,158584,53912,68724,113998,13245,49258,6075,203403,154610,31624,21557,57802,77873,108640,50450,14621,3299374
"2016|05",65575,8351,96632,60504,209824,47988,19757,6088,32,158982,111202,3951,20118,73948,134496,54647,80381,155962,32203,18189,14509,74461,83341,41786,37585,131486,14613,27251,24874,16253,33897,12924,97733,170117,13684,161934,53452,70052,116577,13395,50260,6203,207264,155436,31455,22137,59597,79641,113717,52197,14774,3361435
"2016|06",62079,8075,90775,57054,198927,45483,19102,5769,60,153311,106151,3931,19543,70829,130158,50579,75178,147921,30420,17402,13992,71032,79387,38878,36373,123548,14001,26040,23394,15412,32603,12622,92964,162990,12466,152360,49341,67289,110542,12634,48031,5576,195084,146518,29139,21172,56531,75404,110236,48981,13468,3190755
"2016|07",63562,8465,92747,59452,203883,45655,19760,5890,62,159095,109183,4059,20171,73204,137502,51973,76013,150306,31029,17617,14412,72341,80131,39630,38479,127018,14699,27546,24118,15376,32439,13063,93966,167668,12401,156294,49185,68036,113332,12734,50032,5825,201696,150453,29406,21129,57336,76747,114260,50010,13557,3272947
"2016|08",63998,8397,91981,60541,206066,46471,19988,6004,37,162054,109537,3992,21082,74267,140051,52215,75313,147953,31441,17985,14547,72783,80505,39215,39710,126110,14986,27831,24893,15312,32563,12894,92734,171833,12225,158877,48822,67946,113373,12887,50249,5979,204807,152074,29788,21071,58097,77286,114261,50163,12996,3296190
"2016|09",64428,8251,90255,62201,202547,47056,19829,6116,30,164571,108322,3884,21691,72531,140515,52275,76352,144948,31244,17580,14226,71289,79653,38657,41622,126584,15727,27679,24843,15333,32120,12757,89296,179511,12223,158136,49474,66589,111025,12583,50361,5873,207485,152892,29638,20854,57044,76995,113438,49441,13207,3291181
"2016|10",66801,8495,93084,66310,207748,48969,20434,6547,31,174036,111728,3973,22752,76237,147161,54650,80587,150592,33237,17884,14572,74994,83494,40920,44002,131947,16687,29236,26136,15966,32651,13418,91891,183003,12774,165400,51328,68445,115935,13243,53277,6325,210155,158579,30718,21910,59446,81140,118188,51997,13741,3422774
"2016|11",63739,7965,86936,62071,196162,45790,19642,6126,30,165687,104649,3915,21713,74007,140251,50638,77257,144719,31672,16924,13740,71281,79594,38973,41830,125093,15936,27922,25012,15424,31069,12668,86666,158587,12694,157053,47728,64815,109842,12558,50964,5951,181767,148298,29177,20779,56726,77122,112152,50136,12895,3214345
"2016|12",64441,8134,85894,62067,198561,46051,20297,5929,46,167362,105075,4126,21952,75944,142735,50220,78168,145303,32686,16638,14003,70959,81019,40166,43073,126720,16298,27881,26032,16052,30594,12871,88031,144794,13095,159458,47184,64997,112549,12595,52564,5895,166282,149800,30087,20786,57898,78107,112747,51467,13055,3218688
"2017|01",64446,8057,84694,59959,195956,45678,20070,5921,61,166374,104757,3981,21587,75165,141839,49341,77688,143262,32483,16302,13844,69631,80598,40254,43045,124410,16662,26969,25760,16216,29943,12866,87836,126530,12774,158442,46284,64569,111890,12310,52711,5929,144285,149611,29757,20245,57267,77606,111003,51925,12644,3151437
"2017|02",60349,7347,78105,54136,177911,42450,18624,5550,28,153633,96811,3515,19722,68351,131124,45053,72177,130863,29745,14700,12696,64105,74476,37019,39949,113162,15271,24885,23812,15079,27495,11899,80268,101104,11615,145112,42824,59426,103303,10980,48864,5412,115062,138396,27198,18745,52759,71156,101158,47755,11663,2862842
"2017|03",68743,8672,88443,61981,199933,48373,20995,6471,31,173815,110464,3928,22273,76710,151184,51403,83653,149693,33943,16382,14125,73369,85693,42585,46019,129040,17465,28314,27614,17765,30863,13706,89509,100769,13656,165759,48213,67755,117909,12322,55172,6075,114667,158818,31640,21246,60010,81118,113335,54926,13623,3230170
"2017|04",68359,8626,85668,60515,193129,46854,20731,6455,52,170491,107783,3640,21618,75129,147887,50369,81696,146974,33701,15730,13315,72083,83654,41500,44678,126595,17039,27548,27493,17633,29894,13437,86481,90252,13609,162756,46652,67124,116268,11806,53171,5965,105794,156036,31272,20993,59023,79322,109811,53496,13455,3143562
"2017|05",71143,8497,86741,60379,195681,47855,21601,6427,62,173926,110506,3831,22011,77167,150636,51639,83071,150968,34138,15761,13532,72697,85058,42309,45436,127443,17772,28341,28127,18187,30663,13545,88820,90964,13976,166725,46321,69099,119434,12260,54114,6101,109088,157748,31286,21460,60885,80813,112291,54851,13932,3205318
"2017|06",67672,7609,82813,57339,186961,44507,21132,6203,60,164591,105100,3658,21079,73460,143381,48617,79200,143132,32104,14974,13069,69317,81026,39633,42772,118627,16993,27393,27208,17349,29323,12604,85918,85531,13345,158170,43134,66028,115116,12227,50840,5965,104754,148562,28499,20366,58234,76940,106962,52210,12850,3044557
"2017|07",69511,7400,84223,57950,190527,45163,21888,6481,65,168287,108641,3597,21988,74950,148220,49983,81227,146069,32196,15420,13770,70303,83718,39898,43917,120290,17435,28648,27910,17534,29654,12748,87853,87535,13612,163323,44137,67255,118696,12881,51669,6103,109015,152177,28773,20499,58740,78559,110851,53605,13156,3118050
"2017|08",70340,7231,83165,57609,189383,46072,21803,6576,62,170168,110077,3576,22306,74498,150245,50073,80499,146021,32052,15787,14004,70567,85050,39996,44713,118613,18108,28563,28040,17606,29362,12511,88676,88760,13508,166706,45349,67770,118994,13202,51856,6171,111632,154037,28942,20277,58574,78537,112343,54064,13268,3137342
"2017|09",71125,7036,82224,57656,186188,46279,21168,6376,60,170109,109887,3635,22199,73291,150568,50509,80489,144930,31846,15033,13425,70127,84667,38990,44222,116812,18338,28598,28442,17618,28507,12254,86568,89929,13132,165424,45508,66606,117503,13146,51463,6079,114227,155367,28957,19982,57017,78810,113690,53360,13049,3122425
"2017|10",74576,7039,84270,60585,191735,48448,22140,6658,62,179467,115236,3938,23470,77959,157857,53193,85396,151297,33647,15278,13652,74079,89410,41248,45785,120449,19112,29661,29918,18889,29906,12642,90252,93206,13355,172784,47467,69218,123053,13889,54532,6592,120407,163338,30000,20735,59180,82942,120007,55280,13605,3266844
"2017|11",71224,6306,78244,57054,181278,46061,21145,6260,60,170920,111854,3685,22360,74912,149524,50999,82077,144758,31675,14660,13246,69779,85507,39578,42811,114310,18115,28504,27580,18131,28410,11821,85798,88326,12699,165224,45502,65629,117409,13543,51956,6067,115573,153350,27287,19948,56723,78619,116054,53322,12980,3108857
"2017|12",71492,6267,77809,56757,184729,46504,21319,6295,62,172243,115211,3772,22231,76396,150632,52484,84440,147436,32282,15047,13544,70487,86822,40238,42667,113859,18353,28990,27958,18291,28385,11853,87525,89449,12900,168938,46635,66248,119191,13732,51384,6078,118343,154494,27006,20339,57800,79523,119765,55158,13483,3152846
"2018|01",69816,6275,76160,56320,184112,46075,20968,5827,62,170032,116267,3855,22328,77016,149056,52524,83891,146351,32048,15355,13658,69990,86910,39481,41475,110186,18107,28880,27880,18281,28271,11516,87325,87971,13176,168486,46822,65774,117555,13841,50814,5668,118298,154279,26378,20481,57845,78809,118754,54676,13402,3129327
"2018|02",63815,5931,68877,51607,166395,41967,19343,5249,37,156381,108737,3676,21062,70975,136512,47818,76751,135682,29475,14202,12611,64346,79103,36230,37647,98785,17086,26548,24851,16767,26255,10500,78603,78920,12493,155496,43214,60123,107495,13124,46200,4910,110107,142972,23755,19277,53220,71811,109324,50505,12425,2869195
"2018|03",72903,6806,77436,57678,186833,47293,22012,6086,31,178718,126360,4163,23646,79509,156055,54362,88261,156547,33754,16391,14018,73449,88866,41383,42969,111093,19810,30126,27909,19242,29738,11669,87938,90235,14243,176956,48875,67828,122282,14800,53428,5649,126931,163841,26990,22196,61129,81187,124993,58172,14098,3266887
"2018|04",72489,6626,75288,55679,181308,45359,21835,5779,31,175602,124566,3877,23421,77507,151766,53135,87162,155228,32837,16150,13656,72047,86338,40108,41413,108544,19287,28937,26873,18783,28713,11391,85642,88693,13945,173088,47864,65739,119625,14443,53316,5894,125760,158996,26848,21966,59211,79146,122085,57413,13719,3195128
