"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","Statewide"
"2018|05",62490,19598,144286,31405,697593,60091,43960,12116,13811,214438,154919,20746,8440,139901,93138,29013,49152,52395,34464,7589,42538,114120,99872,75050,41338,58778,25070,26866,37432,7473,86020,37457,244901,88157,20807,156279,82068,43428,164819,18788,57617,25368,71286,360517,15245,2280,61114,87764,18171,76238,4907,4141313
"2018|06",59416,18886,135982,29252,661265,57262,42730,11768,13325,203274,145367,19920,7995,134062,87732,27718,46218,51035,32817,7249,41210,108923,95043,70664,38752,55012,24539,24972,35530,7147,81946,35568,233006,84988,19941,148291,77005,40801,156665,18152,55151,24219,67851,342246,13956,2079,58236,83669,17828,72639,4532,3933834
"2018|07",61340,18977,138593,29795,675362,59314,44145,12126,13387,208219,147702,20691,8430,137730,88811,28404,46885,52847,33923,7713,43186,110826,96794,72423,39125,55401,25260,24907,36693,7163,82659,36923,236967,88866,20574,152772,77852,42072,159986,18707,56227,24453,70299,354632,13899,1996,59407,84573,18215,74121,4755,4026127
"2018|08",62192,18933,138806,29909,677949,58957,44649,12274,13206,208265,147330,20468,8616,137101,90573,29128,47091,53713,34675,8012,44113,109601,96800,72131,38313,54800,25341,24180,36676,7119,81632,37327,237518,90884,20127,153544,78149,41824,159487,18704,57118,24628,70847,359870,14017,1863,59127,85192,18085,74096,4712,4039672
"2018|09",62013,18740,137398,29296,669748,58801,43410,12239,13326,207197,145899,20719,8173,134784,89803,29296,47597,54154,34047,8258,43374,107935,93995,71086,37802,54886,24891,23601,36728,6835,79394,37091,231853,93593,19936,152216,77903,41458,155745,18172,57353,24387,71195,363318,13826,1804,57804,83734,17623,71390,4433,4000259
"2018|10",64608,19845,142021,30064,690073,60456,44954,12488,14052,215198,151178,21532,8315,139706,92415,30362,49872,57599,34621,8882,44044,112731,96829,73035,38937,57087,25871,24538,38749,7331,81364,39361,240489,99159,21001,159454,80171,42735,160922,18774,59673,25356,75067,379666,14238,1928,60078,86969,18699,73547,4478,4150522
"2018|11",62232,18925,133516,28346,653844,57596,42743,11534,13399,204004,143371,20820,8003,135973,86822,28125,47943,54859,32060,8802,42352,106237,92506,68273,36475,53689,24753,23238,36465,6985,76061,37489,228577,95802,19972,153679,75628,40726,152831,17526,55577,24028,71334,353628,13246,1983,57497,82772,17835,70050,4163,3934294
"2018|12",63824,19446,134463,28494,665491,58081,43902,11480,14012,205703,145545,21236,8526,140967,86784,28243,48563,56408,32395,9320,43557,107291,94116,68242,36773,54345,25294,23733,37221,7174,75894,38018,230334,98872,20760,158123,76623,41652,154067,17192,55312,24567,73030,356339,13382,1984,59387,83833,18193,71949,4166,3994306
"2019|01",63177,19792,133467,27594,663843,57662,44227,11043,14115,204038,144551,21498,8680,143037,85856,27923,48268,56341,31931,9614,43672,106542,93836,67355,36319,53403,25333,23882,37411,6992,75496,38109,228181,99661,20468,158807,76650,41548,152086,16812,54946,24561,72504,353080,13482,2070,59431,83616,17891,71754,4346,3976901
"2019|02",57543,18634,122107,25401,603845,52600,40537,9793,12655,186982,131433,19838,7958,132133,78846,25439,44307,51789,28876,8918,39823,97867,85210,61809,33070,48118,23564,22075,34317,6283,68065,34672,207101,92793,18554,144974,71656,38217,138789,15334,50782,22198,66060,324545,12980,1961,54939,76419,16527,65450,4128,3637914
"2019|03",63997,21590,138448,29881,684196,59930,46020,10757,14227,214044,148180,22130,9108,150880,89954,28906,51061,58150,33038,10045,44732,111329,95771,71148,37147,54229,26655,25951,38970,7145,76132,38519,233004,108486,21040,165270,82842,43501,155468,17398,58526,25294,75713,372209,15285,2266,62159,86890,18562,74132,4858,4135173
"2019|04",61790,21554,135089,29614,665228,58141,45156,10386,13724,210245,144650,21319,8665,147255,87113,28470,50759,56542,32298,9931,41942,108094,91922,68718,35234,52588,25755,25575,37333,7065,71060,37573,225501,105542,20717,161233,81078,42639,149476,16893,56852,24860,75008,363571,15416,2198,59870,84766,18170,72314,4766,4021658
"2019|05",62240,22247,137253,29637,675601,58614,45707,10566,13896,213060,148046,21638,8604,151559,89133,28404,52088,58095,32641,10030,42888,108011,93382,69130,36016,53507,26580,25648,37099,7334,70725,37827,228665,108018,21532,166137,82133,43252,151936,17518,58487,25280,76640,368023,15430,2208,61868,84881,18853,73847,4901,4086815
"2019|06",59353,21201,129586,28016,644283,55285,44073,9834,13049,202375,141237,20468,8209,146539,84668,27050,49449,55575,31071,9765,41518,101496,88441,64431,34287,51143,25224,24842,35367,6978,66702,35649,218324,101975,20542,158754,78032,41097,144448,16819,55227,24156,73424,348638,14348,1970,59482,80668,18158,70016,4583,3887825
"2019|07",61456,22281,133291,28517,665313,55878,45535,10098,13194,208251,145059,21013,8374,152637,86350,28107,50761,56724,31768,9937,42414,102410,89877,64543,35319,52794,25850,25794,36184,7110,66994,36537,222127,104552,20869,164350,81856,41843,146259,17462,56339,24985,75973,359632,15329,1930,61154,81479,18781,71296,4843,3991429
"2019|08",61539,22774,134248,28799,671521,56250,45247,9885,12910,209593,146885,21211,8469,154506,85570,28667,50700,56881,31866,10295,42631,101964,89502,63578,35697,52770,25778,26724,36730,7124,65867,35927,222724,104632,20995,165550,83333,41724,146490,17504,56297,24754,78117,363670,15708,1927,61265,79904,18826,70783,5056,4011367
"2019|09",61003,23099,131286,28977,667039,56442,44028,9775,12619,208108,145890,20663,8278,152909,85147,29155,50928,55912,32143,10427,41739,100962,86650,63015,35153,52861,25394,27555,37409,6853,63894,35080,218391,106421,20910,164457,83576,41216,143765,17131,56335,24774,78158,366207,15672,2069,60341,77740,18937,70608,4775,3981876
"2019|10",63636,24229,133812,30795,689306,58916,45514,10159,12867,217839,151262,21214,8297,160106,88444,30565,53923,58831,34179,11131,42467,106057,88872,66162,35736,56133,25859,29801,39092,7040,65086,35557,227864,111314,21714,172200,87249,42493,148857,17867,59399,26236,80928,380832,16270,2223,62940,80898,20082,74217,4837,4141307
"2019|11",61182,22894,125017,28129,653910,56572,43688,9512,12286,205383,144978,20268,7682,155088,83531,28603,51569,58119,33049,10726,40817,100325,84506,62163,32832,53362,24390,28801,36713,6673,61008,33279,218587,105158,21006,164429,83961,39931,141093,17112,55706,25141,76948,355227,15328,2086,59999,76186,19400,70602,4542,3929497
"2019|12",62007,23943,124964,28420,668543,57273,44160,9302,12324,205749,147613,20416,7593,160584,85057,28118,53012,59715,33850,11012,41488,101748,85510,63357,32598,54305,25007,29169,37067,6698,60176,32371,220649,106223,21705,168703,85070,40162,141918,17446,55334,25699,78440,358723,15698,2064,61322,75189,19660,71098,4602,3982854
"2020|01",61681,24251,122833,29135,666122,56475,43813,9076,12214,204574,145730,20427,7641,161380,85603,27824,52653,58805,34247,10951,41602,101186,84543,63313,32307,53721,24810,29123,37227,6716,60453,31678,218459,105252,21804,168501,85151,39615,141646,17347,54542,25272,79074,359224,15691,2064,61392,72889,19547,70938,4445,3964967
"2020|02",58495,23452,114612,28286,627165,54442,40602,8628,10892,195380,137269,19827,7343,154290,81823,25929,49307,55196,32414,10355,39640,95932,79654,60056,30784,51060,23716,27917,36300,6413,56788,30198,205829,99738,20582,159973,81263,37456,134073,16130,51700,23620,75039,344928,14815,1994,58361,68250,19051,66687,4124,3757778
"2020|03",63701,26453,123348,32314,689820,60321,43648,9659,11352,214741,149288,21457,8036,168207,89626,28182,53196,60376,36321,11365,42893,106247,86816,66821,34076,56098,25800,30844,39860,6880,60594,33467,224639,111904,22843,176276,90192,40961,145706,17693,56746,25795,82685,382931,16337,2085,63157,73694,20908,71957,4580,4122896
