"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming","National"
"2009|10",1133416,187091,1627214,709016,9289806,1220666,819209,206064,101790,3995511,2487328,303121,427144,3134846,1608934,727472,724041,1022078,1115795,276639,1353198,1421427,2360742,1284016,757394,1426259,223585,457566,665873,289377,2067036,516674,4335805,2276670,149150,2741391,925890,866173,2800033,225107,1080274,201810,1494677,6821715,863288,129930,1848212,1577606,388556,1341312,135415,74143342
"2009|11",1133144,187252,1627282,709379,9288785,1221590,818711,206008,101678,3995446,2487769,303199,427458,3133776,1608688,727622,724629,1022260,1116186,276251,1353133,1420995,2357381,1283966,756997,1426143,223559,457868,665714,288952,2066528,516989,4333803,2277540,149295,2739350,926719,866168,2798530,224903,1080332,201996,1494728,6829461,864786,129788,1849148,1578408,388407,1340937,135485,74145122
"2009|12",1132860,187390,1627351,709732,9287869,1222447,818214,205951,101570,3995525,2488175,303273,427755,3132697,1608435,727760,725164,1022452,1116531,275874,1353085,1420574,2354176,1283907,756592,1426009,223534,458156,665517,288544,2066015,517274,4331894,2278295,149437,2737337,927481,866162,2797043,224714,1080346,202177,1494784,6836675,866190,129654,1850046,1579132,388259,1340546,135531,74146111
"2010|01",1132545,187515,1627403,710091,9286950,1223295,817683,205888,101466,3995723,2488562,303349,428050,3131517,1608154,727892,725676,1022659,1116851,275484,1353043,1420133,2350913,1283836,756153,1425839,223509,458446,665271,288126,2065456,517546,4329949,2278989,149585,2735218,928228,866153,2795474,224525,1080319,202361,1494840,6843843,867588,129517,1850952,1579828,388104,1340107,135558,74146162
"2010|02",1132207,187624,1627412,710438,9286012,1224105,817130,205822,101374,3996009,2488907,303428,428328,3130253,1607850,728008,726142,1022866,1117132,275093,1353001,1419683,2347699,1283755,755697,1425627,223484,458725,664985,287710,2064861,517792,4328028,2279601,149735,2733060,928935,866140,2793871,224338,1080250,202541,1494884,6850727,868928,129383,1851822,1580474,387947,1339630,135568,74145021
"2010|03",1131881,187713,1627363,710734,9285110,1224804,816609,205761,101306,3996316,2489173,303504,428561,3129022,1607554,728096,726518,1023044,1117349,274741,1352956,1419264,2344837,1283673,755273,1425392,223463,458965,664695,287337,2064288,517991,4326311,2280085,149872,2731077,929541,866126,2792393,224170,1080152,202696,1494906,6856706,870086,129262,1852565,1581018,387803,1339163,135565,74142790
"2010|04",1131497,187802,1627222,711036,9284006,1225542,816005,205692,101254,3996682,2489409,303595,428794,3127545,1607197,728171,726879,1023224,1117547,274353,1352894,1418786,2341716,1283572,754791,1425076,223440,459214,664339,286927,2063607,518182,4324426,2280550,150025,2728847,930177,866105,2790724,223982,1080005,202860,1494902,6863066,871305,129128,1853329,1581578,387643,1338602,135551,74138801
"2010|05",1131101,187880,1626978,711296,9282791,1226221,815392,205625,101232,3997034,2489570,303693,428990,3125983,1606821,728216,727168,1023372,1117694,273979,1352812,1418303,2338742,1283466,754317,1424706,223419,459436,663964,286532,2062896,518335,4322617,2280932,150174,2726653,930758,866079,2789075,223795,1079827,203007,1494861,6868967,872419,128998,1853995,1582081,387487,1338012,135529,74133230
"2010|06",1130667,187957,1626591,711525,9281337,1226885,814724,205555,101243,3997364,2489656,303807,429159,3124214,1606396,728231,727399,1023489,1117798,273596,1352699,1417782,2335717,1283346,753819,1424248,223399,459643,663546,286128,2062102,518460,4320758,2281260,150330,2724350,931325,866046,2787336,223596,1079604,203144,1494771,6874809,873496,128863,1854596,1582563,387325,1337350,135501,74125505
"2010|07",1130222,188028,1626064,711700,9279694,1227492,814042,205488,101293,3997624,2489653,303932,429285,3122334,1605948,728210,727551,1023560,1117849,273228,1352555,1417251,2332836,1283222,753334,1423723,223381,459817,663116,285739,2061269,518545,4318967,2281517,150481,2722088,931843,866007,2785618,223393,1079354,203262,1494630,6880220,874465,128730,1855079,1582996,387169,1336655,135472,74115931
"2010|08",1129737,188101,1625364,711832,9277736,1228084,813302,205419,101387,3997822,2489561,304077,429375,3120218,1605445,728151,727638,1023586,1117852,272851,1352370,1416676,2329906,1283084,752831,1423096,223363,459971,662648,285340,2060342,518596,4317118,2281724,150638,2719718,932348,865957,2783810,223174,1079063,203366,1494427,6885579,875389,128590,1855477,1583412,387008,1335881,135442,74103882
"2010|09",1129229,188171,1624534,711921,9275521,1228641,812529,205352,101518,3997961,2489390,304235,429429,3117942,1604903,728059,727660,1023567,1117811,272478,1352152,1416078,2327020,1282935,752326,1422393,223345,460102,662161,284942,2059348,518611,4315264,2281877,150799,2717320,932824,865899,2781969,222944,1078747,203457,1494176,6890727,876242,128448,1855787,1583796,386849,1335059,135413,74089861
"2010|10",1128718,188237,1623635,711969,9273144,1229150,811755,205288,101679,3998053,2489160,304399,429449,3115605,1604345,727941,727631,1023508,1117732,272120,1351917,1415480,2324267,1282780,751837,1421651,223328,460210,661677,284559,2058325,518593,4313455,2281977,150959,2714975,933259,865831,2780159,222714,1078424,203532,1493898,6895535,877007,128308,1856017,1584141,386697,1334223,135386,74074639
"2010|11",1128171,188300,1622635,711987,9270458,1229646,810931,205223,101875,3998121,2488868,304576,429440,3113069,1603735,727794,727556,1023410,1117615,271753,1351652,1414846,2321462,1282608,751330,1420828,223310,460306,661170,284164,2057209,518541,4311564,2282037,151131,2712531,933685,865750,2778264,222469,1078080,203601,1493584,6900352,877739,128161,1856197,1584470,386542,1333325,135361,74057432
"2010|12",1127627,188358,1621629,711978,9267647,1230100,810117,205162,102091,3998172,2488544,304752,429407,3110515,1603114,727631,727451,1023280,1117474,271400,1351381,1414220,2318781,1282429,750841,1419988,223292,460386,660676,283782,2056075,518460,4309703,2282056,151305,2710151,934075,865659,2776408,222225,1077745,203660,1493264,6904892,878399,128016,1856328,1584765,386396,1332430,135341,74039578
"2011|01",1127052,188412,1620576,711947,9264535,1230542,809261,205100,102336,3998224,2488176,304938,429350,3107792,1602444,727444,727317,1023114,1117302,271037,1351092,1413565,2316043,1282230,750336,1419085,223271,460460,660168,283387,2054849,518347,4307741,2282041,151494,2707680,934459,865552,2774469,221968,1077404,203717,1492928,6909486,879037,127863,1856435,1585047,386249,1331483,135325,74020110
"2011|02",1126466,188460,1619541,711899,9261222,1230960,808396,205040,102601,3998292,2487788,305125,429274,3105000,1601748,727242,727166,1022919,1117111,270676,1350798,1412904,2313337,1282016,749832,1418156,223247,460527,659668,282992,2053571,518205,4305730,2281994,151694,2705201,934824,865429,2772514,221707,1077075,203771,1492595,6914009,879636,127708,1856528,1585308,386107,1330524,135315,73999848
"2011|03",1125929,188498,1618645,711846,9258067,1231319,807610,204986,102854,3998379,2487429,305293,429192,3102435,1601097,727051,727025,1022720,1116924,270352,1350533,1412306,2310917,1281809,749379,1417303,223224,460586,659228,282633,2052375,518054,4303865,2281930,151885,2702959,935140,865305,2770735,221468,1076795,203819,1492306,6918057,880150,127565,1856612,1585526,385984,1329650,135312,73981061
"2011|04",1125329,188532,1617725,711782,9254405,1231696,806739,204929,103145,3998516,2487034,305475,429090,3099564,1600355,726833,726870,1022478,1116708,269994,1350247,1411645,2308261,1281564,748879,1416352,223195,460652,658758,282234,2051007,517861,4301738,2281838,152111,2700476,935476,865150,2768754,221201,1076511,203874,1492010,6922522,880694,127403,1856718,1585751,385854,1328684,135316,73959935
"2011|05",1124744,188558,1616933,711720,9250702,1232044,805899,204876,103435,3998704,2486664,305645,428982,3096772,1599618,726618,726731,1022225,1116493,269649,1349980,1411011,2305712,1281309,748399,1415435,223162,460720,658326,281845,2049642,517652,4299609,2281733,152344,2698078,935789,864984,2766829,220942,1076269,203932,1491755,6926852,881202,127244,1856849,1585954,385735,1327755,135329,73939389
"2011|06",1124139,188575,1616245,711660,9246722,1232387,805040,204823,103738,3998970,2486307,305811,428866,3093891,1598838,726398,726609,1021947,1116270,269293,1349722,1410364,2303098,1281029,747906,1414501,223125,460798,657907,281440,2048192,517413,4297329,2281613,152602,2695609,936103,864793,2764833,220673,1076061,203998,1491536,6931365,881714,127076,1857027,1586151,385620,1326808,135353,73918288
"2011|07",1123554,188582,1615734,711612,9242733,1232705,804220,204773,104032,3999311,2485996,305962,428752,3091124,1598068,726188,726519,1021665,1116059,268950,1349495,1409750,2300585,1280738,747434,1413618,223083,460883,657534,281045,2046753,517161,4295036,2281488,152870,2693231,936399,864588,2762899,220414,1075907,204070,1491376,6935794,882204,126910,1857255,1586329,385517,1325911,135386,73898202
"2011|08",1122952,188580,1615370,711574,9238487,1233021,803386,204724,104335,3999752,2485713,306106,428634,3088292,1597261,725979,726458,1021364,1115847,268595,1349282,1409130,2298004,1280421,746950,1412734,223036,460984,657185,280633,2045233,516882,4292580,2281356,153166,2690793,936701,864357,2760899,220148,1075798,204155,1491266,6940444,882709,126736,1857550,1586504,385418,1325008,135432,73877924
"2011|09",1122351,188571,1615155,711545,9234141,1233327,802560,204676,104638,4000276,2485467,306240,428520,3085484,1596449,725779,726425,1021055,1115642,268241,1349088,1408523,2295442,1280093,746468,1411875,222987,461096,656870,280218,2043684,516585,4290049,2281221,153482,2688382,937004,864107,2758898,219883,1075735,204249,1491206,6945162,883215,126559,1857898,1586672,385325,1324128,135488,73858134
"2011|10",1121771,188555,1615071,711522,9229865,1233615,801766,204630,104932,4000856,2485258,306363,428412,3082785,1595664,725596,726413,1020754,1115447,267901,1348912,1407949,2292983,1279769,746003,1411068,222940,461214,656597,279815,2042160,516284,4287540,2281089,153805,2686082,937302,863848,2756959,219629,1075711,204349,1491189,6949782,883709,126386,1858276,1586832,385240,1323295,135552,73839445
"2011|11",1121172,188535,1615092,711502,9225400,1233906,800946,204582,105237,4001521,2485069,306483,428306,3080008,1594860,725422,726417,1020442,1115252,267552,1348739,1407369,2290465,1279434,745521,1410256,222893,461345,656347,279396,2040564,515960,4284900,2280954,154158,2683747,937621,863563,2754954,219367,1075719,204462,1491206,6954605,884227,126206,1858698,1586996,385153,1322455,135626,73820610
"2011|12",1120592,188512,1615198,711481,9221059,1234182,800149,204535,105534,4002221,2484906,306596,428210,3077328,1594095,725267,726429,1020144,1115066,267216,1348574,1406819,2288052,1279115,745053,1409491,222854,461479,656134,278990,2039004,515637,4282312,2280826,154517,2681536,937945,863272,2753013,219116,1075755,204580,1491251,6959310,884739,126031,1859130,1587157,385070,1321660,135707,73802849
"2012|01",1119991,188487,1615378,711457,9216578,1234465,799318,204486,105845,4002996,2484755,306711,428118,3074561,1593324,725126,726447,1019842,1114877,266873,1348401,1406262,2285587,1278796,744566,1408720,222820,461624,655943,278570,2037379,515295,4279616,2280698,154906,2679310,938301,862958,2751004,218859,1075813,204710,1491319,6964202,885282,125849,1859590,1587329,384982,1320855,135797,73784978
"2012|02",1119390,188463,1615608,711427,9212130,1234747,798475,204435,106159,4003814,2484617,306825,428037,3071790,1592579,725004,726464,1019550,1114691,266534,1348221,1405717,2283151,1278494,744074,1407967,222796,461775,655780,278151,2035746,514947,4276912,2280576,155314,2677150,938684,862630,2748994,218604,1075888,204848,1491402,6969116,885843,125668,1860055,1587509,384890,1320066,135895,73767602
"2012|03",1118826,188441,1615853,711390,9208020,1235011,797671,204384,106458,4004612,2484494,306933,427971,3069191,1591912,724910,726473,1019290,1114519,266221,1348042,1405217,2280901,1278231,743607,1407277,222784,461920,655652,277759,2034214,514618,4274386,2280469,155711,2675198,939070,862311,2747113,218367,1075968,204984,1491487,6973724,886385,125499,1860485,1587688,384800,1319341,135991,73751779
"2012|04",1118220,188422,1616126,711339,9203709,1235296,796793,204328,106784,4005492,2484367,307052,427912,3066400,1591236,724832,726471,1019028,1114336,265891,1347832,1404692,2278530,1277977,743101,1406555,222786,462079,655539,277343,2032576,514265,4271704,2280364,156152,2673192,939519,861960,2745099,218116,1076058,205137,1491580,6978653,886987,125321,1860932,1587892,384695,1318579,136099,73735348
"2012|05",1117631,188408,1616384,711275,9199641,1235576,795920,204269,107105,4006362,2484242,307172,427868,3063680,1590625,724782,726452,1018794,1114160,265577,1347608,1404194,2276270,1277763,742601,1405868,222804,462235,655453,276942,2030995,513924,4269139,2280273,156596,2671337,939993,861611,2743149,217876,1076145,205292,1491664,6983419,887595,125149,1861341,1588106,384585,1317853,136208,73719911
"2012|06",1117019,188400,1616624,711191,9195572,1235872,794990,204204,107445,4007274,2484107,307304,427839,3060845,1590045,724759,726409,1018575,1113978,265259,1347349,1403689,2273974,1277579,742074,1405171,222841,462397,655386,276532,2029369,513575,4266532,2280192,157072,2669517,940530,861241,2741132,217631,1076228,205459,1491739,6988329,888252,124975,1861732,1588348,384460,1317114,136325,73704455
"2012|07",1116423,188400,1616813,711089,9191788,1236166,794060,204137,107781,4008160,2483966,307440,427826,3058074,1589537,724764,726340,1018390,1113801,264958,1347067,1403209,2271790,1277444,741552,1404506,222897,462554,655342,276138,2027807,513242,4264064,2280128,157548,2667857,941099,860876,2739178,217396,1076298,205627,1491793,6993059,888919,124809,1862069,1588603,384326,1316407,136440,73689957
"2012|08",1115805,188408,1616958,710962,9188047,1236480,793067,204063,108137,4009082,2483811,307588,427830,3055181,1589070,724800,726238,1018224,1113619,264654,1346746,1402721,2269575,1277351,741001,1403828,222976,462717,655316,275735,2026209,512904,4261572,2280077,158055,2666248,941736,860494,2737161,217156,1076357,205807,1491828,6997932,889639,124641,1862373,1588891,384174,1315686,136561,73675491
"2012|09",1115186,188421,1617063,710817,9184470,1236804,792048,203985,108500,4010022,2483651,307742,427851,3052262,1588653,724863,726109,1018081,1113440,264358,1346404,1402242,2267403,1277302,740442,1403162,223074,462880,655311,275336,2024629,512569,4259130,2280043,158574,2664737,942415,860114,2735151,216918,1076409,205991,1491847,7002812,890384,124476,1862635,1589204,384011,1314974,136684,73661589
"2012|10",1114589,188437,1617136,710659,9181156,1237127,791044,203908,108856,4010961,2483499,307891,427887,3049419,1588293,724949,725962,1017960,1113272,264078,1346063,1401785,2265343,1277296,739896,1402529,223184,463038,655325,274954,2023121,512246,4256804,2280026,159086,2663360,943104,859754,2733221,216691,1076457,206174,1491855,7007565,891124,124319,1862851,1589531,383844,1314294,136802,73648725
"2012|11",1113977,188454,1617192,710482,9177876,1237472,789993,203828,109228,4011974,2483351,308044,427940,3046465,1587958,725061,725790,1017850,1113107,263797,1345710,1401320,2263257,1277331,739333,1401888,223310,463204,655359,274563,2021588,511911,4254429,2280027,159620,2662018,943840,859395,2731247,216459,1076509,206367,1491856,7012533,891901,124160,1863042,1589893,383665,1313600,136923,73636097
"2012|12",1113393,188468,1617237,710299,9174834,1237817,788970,203752,109590,4013008,2483220,308186,428005,3043598,1587664,725189,725607,1017752,1112958,263534,1345378,1400876,2261281,1277402,738790,1401282,223442,463367,655411,274187,2020130,511585,4252147,2280044,160139,2660790,944566,859068,2729364,216236,1076567,206556,1491854,7017417,892661,124009,1863196,1590268,383487,1312938,137038,73624557
"2013|01",1112800,188479,1617286,710100,9171817,1238186,787912,203674,109965,4014143,2483106,308323,428087,3040629,1587384,725339,725405,1017658,1112819,263270,1345054,1400423,2259283,1277514,738237,1400671,223586,463539,655484,273803,2018654,511242,4249796,2280081,160676,2659584,945323,858755,2727453,216007,1076639,206753,1491855,7022568,893448,123855,1863329,1590681,383300,1312264,137153,73613392
"2013|02",1112220,188482,1617347,709894,9168922,1238567,786860,203601,110340,4015358,2483019,308448,428182,3037660,1587123,725506,725194,1017565,1112696,263015,1344761,1399976,2257331,1277662,737694,1400078,223734,463715,655576,273422,2017212,510893,4247442,2280138,161209,2658434,946077,858475,2725585,215781,1076730,206951,1491863,7027849,894231,123703,1863440,1591119,383112,1311601,137264,73603057
"2013|03",1111711,188477,1617423,709703,9166403,1238923,785920,203538,110677,4016537,2482969,308546,428280,3034982,1586897,725669,724997,1017479,1112602,262793,1344529,1399577,2255606,1277825,737216,1399557,223870,463878,655676,273080,2015940,510569,4245304,2280206,161685,2657437,946749,858255,2723939,215578,1076831,207131,1491879,7032751,894929,123567,1863522,1591538,382944,1311010,137360,73594464
"2013|04",1111165,188460,1617538,709489,9163714,1239330,784896,203475,111047,4017941,2482950,308635,428401,3032027,1586652,725860,724777,1017378,1112520,262556,1344321,1399139,2253741,1278037,736704,1399000,224020,464063,655805,272705,2014570,510200,4242914,2280301,162203,2656370,947473,858053,2722169,215355,1076970,207328,1491913,7038347,895687,123419,1863599,1592026,382760,1310367,137459,73585829
"2013|05",1110657,188429,1617690,709281,9161203,1239738,783928,203421,111400,4019412,2482975,308699,428529,3029180,1586413,726054,724564,1017270,1112464,262336,1344177,1398720,2251981,1278273,736230,1398480,224162,464248,655948,272344,2013284,509830,4240569,2280414,162693,2655368,948147,857907,2720516,215140,1077136,207519,1491964,7043955,896399,123278,1863662,1592523,382588,1309755,137549,73578402
"2013|06",1110156,188381,1617902,709068,9158694,1240173,782957,203374,111760,4021060,2483051,308738,428673,3026258,1586159,726261,724348,1017144,1112434,262118,1344096,1398290,2250208,1278545,735765,1397964,224302,464445,656115,271974,2012000,509432,4238101,2280551,163184,2654356,948806,857810,2718876,214919,1077345,207713,1492042,7049971,897109,123133,1863719,1593063,382417,1309133,137632,73571725
"2013|07",1109697,188316,1618168,708866,9156341,1240609,782052,203339,112100,4022789,2483180,308747,428823,3023453,1585900,726466,724146,1017004,1112434,261918,1344094,1397877,2248538,1278836,735343,1397487,224429,464643,656294,271618,2010803,509030,4235660,2280706,163641,2653389,949401,857777,2717360,214707,1077589,207898,1492146,7056031,897763,122994,1863769,1593611,382261,1308543,137704,73566290
"2013|08",1109250,188230,1618508,708663,9153983,1241076,781154,203312,112444,4024722,2483371,308727,428988,3020581,1585615,726681,723946,1016841,1112464,261720,1344169,1397452,2246855,1279160,734935,1397016,224551,464855,656498,271253,2009612,508598,4233084,2280887,164096,2652401,949968,857804,2715868,214489,1077885,208086,1492284,7062545,898405,122852,1863820,1594203,382110,1307943,137770,73561730
"2013|09",1108828,188127,1618906,708467,9151700,1241562,780287,203295,112780,4026802,2483619,308681,429162,3017735,1585315,726897,723755,1016660,1112521,261529,1344313,1397027,2245209,1279503,734552,1396568,224664,465074,656722,270891,2008460,508151,4230468,2281086,164535,2651421,950495,857885,2714445,214272,1078224,208270,1492450,7069301,899016,122712,1863871,1594822,381967,1307353,137827,73558182
"2013|10",1108443,188014,1619337,708283,9149563,1242051,779472,203287,113100,4028954,2483910,308617,429338,3015005,1585011,727106,723578,1016470,1112599,261348,1344504,1396615,2243641,1279849,734202,1396152,224765,465293,656960,270545,2007377,507706,4227908,2281296,164950,2650480,950974,858011,2713128,214065,1078592,208444,1492637,7076057,899580,122578,1863922,1595445,381835,1306790,137878,73555665
"2013|11",1108065,187885,1619821,708101,9147430,1242579,778651,203287,113425,4031319,2484261,308534,429527,3012209,1584684,727321,723403,1016263,1112701,261164,1344744,1396186,2242041,1280215,733857,1395742,224864,465524,657230,270191,2006284,507238,4225250,2281526,165371,2649516,951444,858181,2711822,213852,1079012,208619,1492854,7083250,900138,122440,1863979,1596114,381702,1306215,137927,73553958
"2013|12",1107718,187751,1620318,707933,9145439,1243113,777871,203294,113735,4033743,2484646,308444,429714,3009526,1584358,727525,723242,1016052,1112815,260986,1345006,1395766,2240503,1280574,733534,1395361,224953,465753,657514,269853,2005245,506777,4222676,2281760,165775,2648589,951882,858377,2710604,213649,1079454,208785,1493086,7090402,900658,122309,1864040,1596785,381577,1305664,137973,73553107
"2014|01",1107377,187606,1620853,707768,9143459,1243691,777074,203307,114051,4036388,2485090,308345,429912,3006778,1584011,727732,723083,1015828,1112947,260799,1345296,1395326,2238917,1280943,733209,1394984,225041,465995,657833,269510,2004183,506297,4220028,2282011,166192,2647638,952323,858607,2709387,213443,1079948,208951,1493346,7097976,901178,122176,1864109,1597503,381448,1305099,138021,73553017
"2014|02",1107050,187457,1621401,707613,9141556,1244298,776281,203326,114363,4039172,2485575,308244,430113,3004053,1583657,727933,722931,1015598,1113090,260607,1345592,1394877,2237326,1281305,732887,1394622,225125,466241,658180,269172,2003128,505815,4217406,2282270,166613,2646692,952761,858856,2708205,213239,1080476,209112,1493624,7105723,901683,122045,1864188,1598245,381319,1304537,138071,73553653
"2014|03",1106767,187321,1621899,707481,9139906,1244872,775564,203347,114644,4041806,2486048,308155,430296,3001611,1583331,728108,722800,1015389,1113225,260427,1345856,1394463,2235878,1281622,732597,1394306,225198,466467,658518,268873,2002174,505380,4215072,2282507,166999,2645842,953160,859091,2707162,213059,1080981,209253,1493890,7112857,902130,121928,1864269,1598936,381200,1304031,138120,73554816
"2014|04",1106463,187171,1622445,707346,9138155,1245539,774763,203374,114953,4044853,2486607,308065,430500,2998928,1582966,728293,722662,1015158,1113379,260219,1346131,1393994,2234254,1281958,732271,1393967,225277,466721,658922,268549,2001111,504902,4212536,2282771,167437,2644904,953612,859358,2706028,212863,1081571,209404,1494198,7120894,902617,121801,1864371,1599724,381063,1303471,138180,73556699
"2014|05",1106178,187029,1622961,707225,9136536,1246218,773976,203403,115251,4047932,2487180,307990,430697,2996353,1582609,728463,722535,1014937,1113528,260006,1346370,1393527,2232656,1282262,731948,1393650,225353,466969,659342,268242,2000070,504445,4210145,2283026,167875,2644000,954067,859614,2704946,212678,1082170,209545,1494507,7128797,903084,121681,1864484,1600508,380926,1302928,138246,73559068
"2014|06",1105890,186888,1623471,707113,9134943,1246955,773146,203435,115559,4051245,2487804,307929,430899,2993712,1582238,728627,722409,1014713,1113680,259771,1346577,1393030,2230968,1282550,731601,1393331,225432,467228,659809,267934,1998973,503981,4207751,2283288,168344,2643068,954563,859870,2703835,212491,1082816,209684,1494837,7137080,903566,121559,1864617,1601340,380776,1302365,138323,73562014
"2014|07",1105617,186759,1623935,707016,9133479,1247704,772321,203467,115857,4054578,2488435,307891,431092,2991176,1581880,728772,722294,1014505,1113821,259529,1346727,1392533,2229291,1282798,731250,1393030,225509,467481,660293,267644,1997886,503543,4205522,2283536,168819,2642168,955073,860104,2702762,212316,1083467,209813,1495164,7145195,904034,121443,1864762,1602168,380622,1301817,138410,73565308
"2014|08",1105338,186636,1624382,706929,9132037,1248515,771444,203501,116166,4058151,2489113,307875,431288,2988573,1581510,728910,722179,1014297,1113960,259262,1346827,1392002,2227515,1283024,730869,1392726,225591,467745,660826,267353,1996735,503102,4203307,2283788,169330,2641239,955633,860329,2701651,212139,1084161,209941,1495509,7153663,904524,121327,1864930,1603046,380452,1301246,138511,73569107
"2014|09",1105062,186524,1624802,706852,9130648,1249355,770546,203536,116475,4061851,2489819,307878,431484,2985986,1581143,729035,722066,1014099,1114091,258981,1346877,1391455,2225704,1283225,730471,1392428,225674,468010,661390,267070,1995558,502672,4201169,2284039,169854,2640307,956217,860544,2700535,211968,1084875,210065,1495858,7162189,905022,121211,1865113,1603951,380272,1300671,138620,73573247
"2014|10",1104797,186426,1625189,706787,9129336,1250189,769660,203569,116771,4065551,2490527,307895,431674,2983492,1580793,729146,721957,1013916,1114211,258701,1346884,1390910,2223929,1283405,730073,1392144,225756,468269,661961,266805,1994397,502267,4199155,2284285,170369,2639400,956798,860749,2699450,211807,1085578,210182,1496200,7170469,905515,121100,1865303,1604855,380088,1300110,138732,73577532
"2014|11",1104527,186338,1625576,706728,9127993,1251067,768731,203602,117074,4069492,2491285,307926,431872,2980922,1580438,729251,721842,1013735,1114328,258404,1346854,1390332,2222080,1283581,729650,1391853,225842,468538,662574,266539,1993180,501859,4197117,2284546,170901,2638455,957406,860964,2698322,211646,1086313,210301,1496557,7179030,906039,120985,1865508,1605821,379887,1299527,138851,73582189
"2014|12",1104267,186265,1625943,706677,9126687,1251925,767822,203633,117362,4073419,2492044,307963,432068,2978438,1580102,729344,721726,1013569,1114434,258114,1346796,1389760,2220287,1283750,729230,1391575,225927,468800,663188,266288,1991988,501473,4195171,2284808,171410,2637530,957994,861181,2697222,211494,1087027,210417,1496902,7187293,906562,120873,1865714,1606790,379684,1298959,138966,73586861
"2015|01",1104001,186203,1626322,706630,9125313,1252813,766875,203663,117654,4077589,2492854,308007,432275,2975872,1579764,729433,721599,1013405,1114537,257814,1346712,1389155,2218441,1283929,728787,1391288,226016,469073,663838,266036,1990745,501083,4193172,2285093,171923,2636560,958592,861421,2696074,211342,1087765,210538,1497260,7195783,907123,120755,1865930,1607829,379464,1298367,139082,73591799
"2015|02",1103736,186156,1626707,706588,9123894,1253696,765924,203691,117939,4081870,2493691,308052,432489,2973302,1579438,729516,721461,1013250,1114632,257517,1346610,1388537,2216610,1284121,728339,1391002,226106,469349,664503,265790,1989494,500701,4191168,2285396,172417,2635574,959173,861683,2694915,211194,1088497,210662,1497616,7204198,907708,120635,1866149,1608910,379234,1297771,139194,73596805
"2015|03",1103498,186127,1627065,706552,9122556,1254484,765065,203714,118188,4085829,2494468,308091,432690,2970975,1579154,729587,721327,1013118,1114712,257255,1346508,1387970,2214980,1284312,727929,1390744,226188,469599,665112,265574,1988360,500364,4189340,2285688,172841,2634667,959676,861945,2693856,211064,1089149,210778,1497936,7211711,908259,120522,1866345,1609925,379018,1297229,139288,73601332
"2015|04",1103236,186110,1627480,706514,9120995,1255338,764117,203736,118455,4090312,2495354,308128,432922,2968387,1578855,729662,721164,1012979,1114794,256974,1346389,1387330,2213210,1284549,727473,1390456,226281,469878,665794,265340,1987104,499997,4187281,2286036,173279,2633642,960200,862268,2692670,210924,1089856,210912,1498287,7219907,908896,120394,1866560,1611094,378771,1296624,139381,73606295
"2015|05",1102982,186110,1627905,706477,9119387,1256141,763205,203753,118702,4094747,2496236,308155,433157,2965869,1578582,729732,720990,1012853,1114867,256715,1346276,1386702,2211540,1284810,727031,1390175,226371,470150,666458,265119,1985891,499649,4185240,2286401,173666,2632627,960668,862621,2691506,210792,1090521,211049,1498622,7227692,909544,120265,1866761,1612273,378522,1296036,139459,73611002
"2015|06",1102720,186128,1628376,706438,9117604,1256938,762272,203767,118946,4099427,2497172,308170,433413,2963250,1578317,729803,720791,1012732,1114936,256463,1346165,1386043,2209871,1285122,726576,1389881,226465,470433,667145,264896,1984643,499295,4183065,2286810,174021,2631550,961102,863032,2690286,210660,1091184,211199,1498961,7235560,910248,120126,1866960,1613544,378256,1295423,139523,73615708
"2015|07",1102467,186162,1628867,706398,9115743,1257673,761382,203775,119168,4104045,2498102,308169,433675,2960693,1578080,729871,720578,1012622,1114996,256237,1346071,1385398,2208319,1285469,726138,1389592,226557,470709,667808,264685,1983445,498957,4180880,2287240,174315,2630480,961466,863481,2689087,210535,1091798,211353,1499283,7242977,910965,119984,1867143,1614828,377990,1294826,139567,73620049
"2015|08",1102204,186215,1629412,706354,9113678,1258390,760477,203780,119385,4108899,2499084,308151,433960,2958030,1577854,729943,720335,1012516,1115050,256025,1345989,1384724,2206783,1285878,725689,1389288,226653,470996,668489,264471,1982220,498612,4178535,2287722,174566,2629346,961781,863998,2687831,210410,1092402,211523,1499609,7250426,911743,119831,1867319,1616210,377706,1294206,139593,73624291
"2015|09",1101942,186281,1629986,706308,9111481,1259062,759586,203780,119591,4113818,2500079,308115,434261,2955347,1577644,730015,720072,1012417,1115091,255830,1345921,1384048,2205313,1286334,725242,1388982,226751,471284,669165,264261,1981012,498270,4176106,2288237,174770,2628192,962037,864559,2686563,210286,1092979,211703,1499928,7257659,912550,119673,1867486,1617643,377413,1293586,139598,73628257
